arh,esp
"Ey awi Jesú zʉ tʉkindi ikʉ imʉ re'masi rizwein nuse', a'mia ɉinase' ayeygwi ingʉ amʉka' kwa windiwanu' nari winimawi wina'wasi gwi rizwein nu'na.","Cuando lo llevaban para crucificarlo, echaron mano de un tal Simón, natural de Cirene, que volvía del campo, y lo cargaron con la cruz para que la llevara detrás de Jesús."
"Ey uye'ki Jesuri a'mia ɉina winiwa'siri: —“A'mia Jerusalén zanʉ ɉina nʉchʉka neki ʉnmau' nánʉkwa, aɉumeka miwichʉka awiri miwigʉmʉsinʉ chʉka zʉndi ʉnmau'nanʉko,",Lo acompañaba mucha gente del pueblo junto con numerosas mujeres que lloraban y se lamentaban por él.
"inʉri tʉkindi ingʉ chʉwi zanʉn nu'nige'ri: ʻA'mia gʉmʉsinʉ ʉnkʉtosu' nari, ʉya ʉnkineysʉkwa nʉkawin a'zanu' neyka gundi zeynari a'zanu'no ayʉn anukʉngwa gun nʉndiʼ.","Jesús se volvió hacia ellas y les dijo:—Mujeres de Jerusalén, no lloren por mí; lloren, más bien, por ustedes mismas y por sus hijos."
Ey awi eymí chʉwi zanʉn nu'nige'ri: ʻikʉri kwimʉkʉnʉ neki nʉnzunow kwa yow gumʉ niwinpow zʉn keykumʉn anukʉngwa na'nʉnno.,"Porque vienen días en que se dirá: «¡Felices las estériles, los vientres que no concibieron y los pechos que no amamantaron!»."
"¿Inʉri kʉn chʉkirú kawa neki eymí gun ukumʉndi, kʉn ʉndu'nana nʉnkʉri azi kinkiri ukumʉnno?” winʉkʉyana.",La gente comenzará entonces a decir a las montañas: «¡Caigan sobre nosotros!»; y a las colinas: «¡Sepúltennos!».
"Ey awi e'gwiri mowga cheyrwa du rina'neyka, Jesusin i'ba krususe' kʉchunʉngwa nari gwi wazoyanari.","Porque si al árbol verde le hacen esto, ¿qué no le harán al seco?Jesús es crucificado"
"Kalawera ayekʉ winkinkumey nʉngwa, Jesuri krususe' ʉnwinʉkʉɉi keywʉ du rina'nu' neyka ɉina gwakʉn i'ngwiri adurigʉnkiay iwa i'ngweygwiri agʉnsinkiay krususe'gwi winʉkʉɉana.",Llevaban también a dos criminales para ejecutarlos al mismo tiempo que a Jesús.
"Ey uye' Jesuri: —“Kakʉ, ema ɉinari azi rini'kwin neki wina'za'nu nari gun ey rinikʉndi gwamʉ winʉkʉre'sow í gwamʉ kʉsisiri” ey yana. Ey uye' soldadu ɉinari, Jesú zʉ mʉka ʉnwinʉnkʉbasʉngwa winʉnkey zʉn winawakʉn rinu'na.","Cuando llegaron al lugar llamado «La Calavera», crucificaron a Jesús y a los dos criminales, uno a su derecha y otro a su izquierda."
"Ey uye' ikʉ eyma'ba rinukʉn nu'na ɉinase'ri ey winchwʉn rinuse', sakuku ɉinase'ri winisemey rinisiri: —“I'ngwiri anikwa gun unandi, ey ʉwaki Niwipawse' ʉnka'gusi, Kristu nʉnay ki ey yʉndi, á kingwi anʉnkwari a'wkinʉnno zʉn wingwakʉn rinu'na”.","Jesús entonces decía:—Padre, perdónalos, porque no saben lo que hacen.Los soldados se repartieron las ropas de Jesús echándolas a suertes."
"Uye' soldadu ɉinase' gwakʉn winu tʉ a'zʉna a'gʉngwasi ʉya wina'kawi, winisemey rinisiri:","La gente estaba allí mirando, mientras las autoridades se burlaban de Jesús, diciendo:—Puesto que ha salvado a otros, que se salve a sí mismo si de veras es el Mesías, el elegido de Dios."
—“Mari judíw zʉ rey gun nʉnʉndi má kingwi anʉnkwari a'wkinanʉko gwi” winʉkʉyʉn zʉn rinu'na.,Los soldados también se burlaban de él: se acercaban para ofrecerle vinagre y le decían:
Awi krususe' asakayri: ʻEmari judíw zʉ rey gun ey kaweri ka'nisi ekʉɉa nenʉn ukumanaʼ.,"—Si tú eres el rey de los judíos, sálvate a ti mismo."
Uye' i'ngwi du na'neyka acheynʉn krususe' kʉchunkwʉyase' gwakʉn: —“Mari Kristu gun nʉnʉndi má kingwi anʉnkwa awiri niwi niwinkwa gwiri a'wkinanʉko gwi key a'dʉnna”.,Habían fijado un letrero por encima de su cabeza que decía: «Este es el rey de los judíos».
Ey uye'ki i'ngwi du nanu' neykase' keywʉ a'dariri: —“¿Niwipaw chow neki na'chu ki nʉnʉnkwe mari mikʉzʉn ʉwame' gun eymí kawi krususe' minhʉnkʉchunaki nʉnuge'?,"Uno de los criminales colgados a su lado lo insultaba, diciendo:—¿No eres tú el Mesías? ¡Pues sálvate a ti mismo y sálvanos a nosotros!"
"Niwi kinkiri niwikʉzʉn ʉwame', gun ema katiguri niwe'chanʉn nukʉndi, ʉwe'ki ema nʉngwa azi neki reniku nʉnna nanu'kinó” keyri,","Pero el otro increpó a su compañero, diciéndole:—¿Es que no temes a Dios, tú que estás condenado al mismo castigo?"
Jesuri: —“Migowiernu sikʉ ʉnnʉre'gukʉn nu'nige'ri nʉnhʉre'tisu' nánʉkwa naki” kʉyana.,"Nosotros estamos pagando justamente los crímenes que hemos cometido, pero este no ha hecho nada malo."
Ey uye'ri Jesuse' keywʉ key ie'ri: —“Tá kinkiri iwagwi nʉnsin ku'nawakʉ ʉnnʉnanʉnpʉna gun neri” kʉyana.Jesú ʉnwichana(Mt. :-; Mar. :-; Jn. :-),"Y añadió:—Jesús, acuérdate de mí cuando vengas como rey."
Ey anawi ɉwiku' pari ratrekindi ka'se'ri yow twizanika una.,Jesús le contestó:—Te aseguro que hoy estarás conmigo en el paraíso.Muerte de Jesús
"Ɉwí nenʉn yow aniwicha uye' Niwipaw urakʉn kortina kʉpʉnkwanari bʉkʉnáta ʉntʉre're'ri,","Alrededor ya del mediodía, la tierra entera quedó sumida en oscuridad hasta las tres de la tarde."
"Jesuri kúmʉ a'nisi a'kariri: —“Kakʉ, nʉnhanugweri má ʉnminhipʉnhasa zʉn uwin” yanaɉuri ʉnwicha una.",El sol se ocultó y la cortina del Templo se rasgó por la mitad.
Ey uye' nʉngwari i'ngwi soldadu romanu zʉ sakukuri Jesú eymí nisi wichʉya chuye'ri: —“Tákʉchʉ ema cheyrwa nʉngwa kunuku neyka nʉnna niná í” Niwipaw awʉnkawa rekʉkusana.,"Entonces Jesús, lanzando un fuerte grito, dijo:—¡Padre, en tus manos encomiendo mi espíritu!Y, dicho esto, murió."
Ey uye' ikʉ re'masi anuga ɉinase' gwakʉn Jesuri eymí nisi wichʉya winchuye'ri kwa neki ʉnwina'zanu' rinari pechuse' winʉnkʉchu'na kinki rinisi urakʉse' ʉndizoyana.,"Cuando el oficial del ejército romano vio lo que estaba pasando, alabó a Dios y dijo:—¡Seguro que este hombre era inocente!"
"Uye' Jesú zʉ ɉunʉkʉnʉ ɉina, awiri a'mia ɉina Galilea pari Jesú wina'wasi gwi rizoyana ɉinari, ingʉ atʉgʉnke' pari ey winchwʉn gwi zʉn rinu'na.Jesú ka' anikumana(Mt. :-; Mar. :-; Jn. :-)","Y todos los que se habían reunido para contemplar aquel espectáculo, al ver lo que sucedía, regresaron a la ciudad golpeándose el pecho."
"Ey uye' nʉngwa eyma'bari i'ngwi cheyrwa José za'kinuga, Judea meyna powru Arimatea ayekʉ zanʉ nariri Niwipaw a'no'siri dugwi kawi zoriweri a'zʉna nariri, Sanedrinsin re'nugagwi na'me,","Pero todos los que conocían a Jesús y las mujeres que lo habían acompañado desde Galilea, se quedaron allí, mirándolo todo de lejos.Jesús es sepultado"
"Jesuri eymí anukumʉngwa ʉnde'bore'ri ase'ri kwa neki a'chu' nʉnna. Ey awi ikʉ dunagwi na'me Niwipaw zʉ gowiernu iwa'kʉn nuga gun nʉnnari,","Había un hombre bueno y justo llamado José, que era miembro del Consejo Supremo,"
Pilatusikʉ zoyanáɉuri Jesú zʉ gʉchʉ ana'sisa una.,"pero que no había prestado su conformidad ni al acuerdo ni a la actuación de sus colegas. Era natural de Arimatea, un pueblo de Judea, y esperaba el reino de Dios."
"Ey awi nʉngwari krususe' pari anʉkʉchʉnheyri mʉkʉ dukawa linuse' ana'mʉnaɉuri a'dowrʉ zʉnanke' ka'poti bunnin, eyki inʉ a'yukumu'gwi na'ba ana'yu nenʉn awi ʉnchusana.",Este José se presentó a Pilato y le pidió el cuerpo de Jesús.
Ey awi e' ɉwia'se'ri wierne' zari asi'ge sawruba' ʉnpesʉn pʉnazey nari windihaɉi ɉwí wina'nayʉn rinu'na.,"Después lo bajó de la cruz, lo envolvió en un lienzo y lo depositó en un sepulcro excavado en la roca, donde nadie aún había sido sepultado."
"Iwa a'mia Galilea pari Jesú wina'wasi rina'na ɉina gwakʉn José ʉnwina'wasi gwi rizoriri, Jesuri eymí kawi du anukumʉyʉn ʉnwina'zari nʉngwa,",Era el día de preparación y el sábado ya estaba comenzando.
"urakʉse' ʉndizoyanáɉuri perfume awiri mirra winde'tasi nʉngwari, awi asige'ri sawruba' gun zʉnnari Moisese' leyse' a'si ʉnchusanay ʉndinisi anʉnkʉmechi ɉwí ʉnwina'neyna.","Las mujeres que habían acompañado a Jesús desde Galilea, fueron detrás hasta el sepulcro y vieron cómo su cuerpo quedaba depositado allí."
"(Mt. :-; Mar. :-; Jn. :-) Tiberiw Sésar i'ngwi uga asewa kʉtow kʉgi' sakuku nari re'gusi nu'kwe'ri, Ponsiw Pilaturi Judea meyna gowernador nari nuga nʉnna, iwa Eroderi Galilea meyna gwi gowernador nari nuga nʉnna, iwa asin re'kwʉya Feripiri Iturea awiri Trakonite ayarigʉn gwi gowernador nari nuga nʉnna, iwa Lisaniari Abilene ayarigʉn gwi gowernador nari nuga nare'a,","Corría el año quince del reinado del emperador Tiberio. Poncio Pilato gobernaba en Judea; Herodes, en Galilea; su hermano Filipo, en Iturea y Traconítida, y Lisanias, en Abilene."
Aná awiri Kaifásindi saserdoti ɉina zʉ sakuku umʉnte wina'rizʉna nari rinuga nʉnna. Ey uye' Juan Sakaría zʉ gʉmʉsinʉri ikʉ nawʉnkekʉ nanʉn nuse' Niwipawse' amaseyna.,"Y Anás y Caifás eran los sumos sacerdotes. Fue entonces cuando Dios habló en el desierto a Juan, el hijo de Zacarías."
"Ey uye' nʉngwa Juandi Jordán ɉe swí ɉunʉya meynase' zori gunti, ikʉ awiya'bari: —“Ɉwa ʉnkʉsa awiri Niwipaw kʉrigʉnchona a'wneyka, ey unige' zʉn ari ʉwanu' nánʉya gwamʉ miwikʉre'sʉngwa gun neri” winʉkey ikʉri winʉwiana.",Comenzó Juan a recorrer las tierras ribereñas del Jordán proclamando un bautismo como signo de conversión para recibir el perdón de los pecados.
"Emari sanusi kingwi profeta Isaiase' a'sana nʉnna ʉnchonʉn nusi na'nʉnanno eymí yana'bari:“I'ngwi ikʉnawakʉ pari a'kariri:ʻNiwisakukuzey nari íngunʉn du kizakusʉn nú,íngunʉse'ri kʉrá kizakusʉn nukʉkwa,",Así estaba escrito en el libro del profeta Isaías: Se oye una voz; alguien clama en el desierto: «¡Preparen el camino del Señor; abran sendas rectas para él!
"pin sʉwanʉ sʉwanʉ zʉnʉnke'ri ka' a'si ko' re'bona unige',pin kwimʉkʉnʉ awiri kʉnkʉnʉ zʉnʉnke'ri tá zakusiri,íngunʉ chunku chunku gekwʉyari tá re'bona unige',íngunʉ ka' kunku kunku a'nikwʉyari tá re'bona gwi unige'.","¡Que se nivelen los barrancos y se allanen las colinas y las lomas! ¡Que se enderecen los caminos sinuosos y los ásperos se nivelen,"
"Niwinha'gukʉn Niwipawse' ga'si nakʉn nugari, pinnase' achwa gunti a'wnʉnnikoʼ ” winʉkey winʉmaseyna.b",para que todo el mundo contemple la salvación que Dios envía!».
"Ey awi ikʉri, Juanse' ɉwa kʉsʉngwasi ʉnte' rinase'ri ase'ri: —“Miwiri gwiomʉ zʉn anugwe wina'nikwʉya tana zʉn gun anʉnki. ¿Inʉri Niwipaw zʉ katigu mʉchey nikʉn nuga miwe'cha'nʉn ʉnzagí ukumʉngwa niri miwikey ie'?","Decía, pues, Juan a la mucha gente que venía para que la bautizara:—¡Hijos de víboras! ¿Quién les ha avisado para que huyan del inminente castigo?"
"Ʉweri tá kinki Niwipaw kʉrigʉnchona una kawin miwinzanʉkwey kawi achwizʉnhasu' neyka, awiri niwiri Abraan tana gun anʉndi anʉnzagichʉninzáyri na'nʉnno zʉn kʉzari arunhakumʉn anu'nigen, eyméy zʉn ʉnme'zanʉkwa nánʉn kinkiri ema a'nʉ neki Niwipawse'ri, Abraan tana re'gow gwiri a'wnʉnno",Demuestren con hechos su conversión y no anden pensando que son descendientes de Abrahán. Porque les digo que Dios puede sacar de estas piedras descendientes de Abrahán.
"Ʉweri jachari akʉtʉsin yow kʉndi a'beysiza nari wa'kʉn gun nukʉndi. Bema neki kʉn du ka'w nari mʉgari, ana'beykumaɉuri gey anicho' zʉn ukumʉya gun nʉndi” winʉkey winʉmasey ie' nʉngwa.","Ya está el hacha preparada para cortar de raíz los árboles, y todo árbol que no dé buen fruto será cortado y arrojado al fuego."
"Ikʉse'ri: —“¿Ey ʉndi azi nikamʉri niwikawʉnno?” winʉkey ie'ri,",La gente preguntaba a Juan:—¿Qué debemos hacer?
"Juanse'ri: —“Mowga mʉkʉ aya kʉnʉnase'ri i'ngwiri kʉnanu' nase' kʉna a'wneyka, iwa zamʉ kʉnʉnase'ri kʉnanu' nasin ʉnkʉbasari a'wnanʉko” winʉkʉyana.",Y él les contestaba:—El que tenga dos túnicas ceda una al que no tiene ninguna; el que tenga comida compártala con el que no tiene.
Ey anuye' nʉngwa powru Romazey nari ɉumi winsisʉya ɉina ɉwa kʉkumʉngwasi gwi rinasiri Juandi: —“Niwiwiya ¿Niwiri azi nikamʉri niwikawʉnno?” winʉkey ie'ri.,"Se acercaron también unos recaudadores de impuestos para que los bautizara y le preguntaron:—Maestro, ¿qué debemos hacer nosotros?"
"Juanse'ri: —“Ɉumiri nanʉyʉkin zʉn sisiri kawa'si neki sisu' nánʉkwa” winʉkey ie' nʉngwa,",Juan les dijo:—No exijan más tributo del que está establecido.
"i'ngwí soldadu ɉinase'ri: —“¿Iwa niwiri azi gwi nikamʉri niwikawʉnno?” winʉkey ie'ri. Ase'ri: —“Ikʉri ɉweɉwe' nari, urigasay, kwa awakʉ neki key ɉwí iagukʉyari eyméy neki a'w nánʉkwa, bin miwigazasanʉndi eymasin gunti kwa zʉndi riwanánʉko” winʉkʉyana.","También le preguntaron unos soldados:—Y nosotros, ¿qué debemos hacer?Les contestó:—Confórmense con su paga y no hagan extorsión ni chantaje a nadie."
"Ey uye' pin ikʉse'ri Kristuri mʉnʉ' nakʉndi wina'rizari winiwa'kʉn nuga nʉnna'me', Juan ɉumena Kristuri nanu' kinʉnno wina'zanʉn rinu'na.",Así que la gente estaba expectante y todos se preguntaban en su interior si Juan no sería el Mesías.
"Ey uye'ki Juanse' keywʉ winʉkey ie'ri: —“Nʉndi ɉesin ɉwa miwikʉsu'narwe, ʉwe'ki i'ngweygwi nʉn gwasi ingumʉ́n a'zʉna nákʉn nugari Anugwe Dunasin awiri geysin ɉwa miwikʉsʉngwa gun neri, awi nʉn asin rinhʉnkʉwakʉniza nʉndi inʉ gunteri nanʉnnarwe, sʉpatu sinʉka'yunuga ʉya sí kʉre'tikʉnizʉna'ba kineki a'niku' gun narwʉndi.","Tuvo, pues, Juan que declarar públicamente:—Yo los bautizo con agua, pero viene uno más poderoso que yo. Yo ni siquiera soy digno de desatar las correas de sus sandalias. Él los bautizará con Espíritu Santo y fuego."
"Ari para agisi nasiri, trigu a'gawiri kánʉri aykʉnʉ re'gownaɉuri, triguri, trigu du ukumʉyʉn du anawa unige'ki, kanʉ nʉngwa ákwa gey iwichu' neykasin su' nʉnniko”.","Llega, bieldo en mano, dispuesto a limpiar su era; guardará el trigo en su granero, mientras que con la paja hará una hoguera que arderá sin fin."
Winʉkey Juanse'ri sʉmʉ ɉuna inʉ zakʉwinʉka'cho'si ikʉri Ga'kʉnamʉ winʉkuwʉsi ga'kʉnamʉ Dunari winʉwiana.,Con estos y otros muchos discursos exhortaba Juan a la gente y anunciaba al pueblo el evangelio.
"Na'ba Erode Galilea meyna gowernador nu'nari, asin anʉnkwʉya zʉn a'mia Erodía za'kinuga anʉnkʉre'to nisi keywʉri ʉwanu' né nisi zoyanachʉka' Juanse'ri a'dana una.","También se encaró con el rey Herodes, reprendiendo su conducta con Herodías, la mujer de su hermano, y todas las demás perversidades que había cometido."
Ey uye'ki Eroderi ʉwanu' né nisi zoya'ba eygwi ʉya kawʉ anʉnka'siri Juandi kʉnse' anʉkʉgáka ɉumena ʉnni'na.Jesú ɉwa kʉkumana(Mt. :-; Mar. :-; Jn. :-),"Entonces Herodes metió a Juan en la cárcel, con lo que colmó la cuenta de sus crímenes.El bautismo de Jesús"
"Ey awi Juandi pinna ɉwakʉsʉn nuga genʉndi, Jesú ɉwa kʉsa gwi una, ey awi Jesuri Niwipawsin rimasayʉn nuse'ri ku'nawarigʉndi kumʉsena awiri,","Un día, cuando todo el pueblo se estaba bautizando, también Jesús fue bautizado. Y mientras oraba, el cielo se abrió"
Anugwe Dunari chwizari kinki paroma zana nisi yuri ase' inugwere'ri ku'nawarigʉndi: —“Má nʉkin nʉgʉmʉsinʉ nʉnʉguzʉna'me minhʉnka'gu'narwa na'no aya no'kwʉzʉnna”.cJesú zʉ tiɉoma ɉina(Mt. :-),"y el Espíritu Santo descendió sobre él en forma corporal, como una paloma. Y se oyó una voz proveniente del cielo:—Tú eres mi Hijo amado; en ti me complazco.Genealogía de Jesús"
"Jesuri máykʉnʉ uga kʉgi' izare' nikamʉ ipesiri, José zʉ gʉmʉsinʉ nána zʉn izʉnna. Joseri Elí zʉ gʉmʉsinʉ nʉnna.","Al dar comienzo a su ministerio, Jesús tenía unos treinta años, y todos creían que era hijo de José, cuyos ascendientes eran: Helí,"
"Eliri Matat zʉ gʉmʉsinʉ nare', Matat'ri Lewí zʉ gʉmʉsinʉ nʉnna. Lewiri Melki zʉ gʉmʉsinʉ nare', Melkiri Janaí zʉ gʉmʉsinʉ nʉnna. Janairi José zʉ gʉmʉsinʉ nare',","Matat, Leví, Melquí, Janay, José,"
"Joseri Matatía zʉ gʉmʉsinʉ nʉnna. Matatiari Amós zʉ gʉmʉsinʉ nare', Amos'ri Nahúm zʉ gʉmʉsinʉ nʉnna Nahundi Eslí zʉ gʉmʉsinʉ nare' Esliri Nagai zʉ gʉmʉsinʉ nʉnna.","Matatías, Amós, Naún, Eslí, Nagay,"
"Nagairi Maat zʉ gʉmʉsinʉ nare' Maat'ri Matatía zʉ gʉmʉsinʉ nʉnna. Matatiari Semei zʉ gʉmʉsinʉ nare', Semeiri Josek zʉ gʉmʉsinʉ nʉnna. Josek'ri Judá zʉ gʉmʉsinʉ nare',","Maat, Matatías, Semeín, Josec, Yodá,"
"Judári Joanán zʉ gʉmʉsinʉ nʉnna. Joanandi Resa zʉ gʉmʉsinʉ nare', Resari Zorobabel zʉ gʉmʉsinʉ nʉnna. Zorobaberiri Salatiel zʉ gʉmʉsinʉ nare' Salatieriri Neri zʉ gʉmʉsinʉ nʉnna.","Joanán, Resá, Zorobabel, Salatiel, Nerí,"
"Neriri Melki zʉ gʉmʉsinʉ nare', Melkiri Adí zʉ gʉmʉsinʉ nʉnna. Adiri Kosan zʉ gʉmʉsinʉ nare', Kosandi Elmodan zʉ gʉmʉsinʉ nʉnna. Elmodandi Er zʉ gʉmʉsinʉ nare',","Meljí, Addí, Kosán, Elmadán, Er,"
"Eriri Josué zʉ gʉmʉsinʉ nʉnna. Josueri Elieser zʉ gʉmʉsinʉ nare', Elieseri Jorin zʉ gʉmʉsinʉ nʉnna. Jorindi Matat zʉ gʉmʉsinʉ nare', Matat'ri Lewí zʉ gʉmʉsinʉ nʉnna.","Jesús, Eliezer, Jorín, Matat, Leví,"
"Lewiri Simeón zʉ gʉmʉsinʉ nare', Simeondi Judá zʉ gʉmʉsinʉ nʉnna. Judári José zʉ gʉmʉsinʉ nare', Joseri Jonán zʉ gʉmʉsinʉ nʉnna. Jonandi Eliakin zʉ gʉmʉsinʉ nare',","Simeón, Judá, José, Jonán, Eliakín,"
"Eliakindi Meleá zʉ gʉmʉsinʉ nʉnna. Meleari Mainán zʉ gʉmʉsinʉ nare', Mainandi Matatá zʉ gʉmʉsinʉ nʉnna. Matatari Natán zʉ gʉmʉsinʉ nare', Natandi Dawi zʉ gʉmʉsinʉ nʉnna.","Meleá, Mená, Matazá, Natán, David,"
"Dawiri Isaí zʉ gʉmʉsinʉ nare', Isairi Obed zʉ gʉmʉsinʉ nʉnna. Oberi Booz zʉ gʉmʉsinʉ nare', Booz'ri Salmón zʉ gʉmʉsinʉ nʉnna. Salmondi Naasón zʉ gʉmʉsinʉ nare',","Jesé, Obed, Booz, Salá, Naasón,"
"Naasondi Aminadab zʉ gʉmʉsinʉ nʉnna. Aminadari Admín zʉ gʉmʉsinʉ nare', Admindi Arní zʉ gʉmʉsinʉ nʉnna. Arnindi Hesrón zʉ gʉmʉsinʉ nare', Hesrondi Fare zʉ gʉmʉsinʉ nʉnna. Fareri Judá zʉ gʉmʉsinʉ nare',","Aminadab, Admín, Arní, Esrón, Fares, Judá,"
"Judári Jakob zʉ gʉmʉsinʉ nʉnna. Jakoburi Isaak zʉ gʉmʉsinʉ nare', Isaari Abraan zʉ gʉmʉsinʉ nʉnna, Abraandi Taré zʉ gʉmʉsinʉ nare'. Tareri Nakor zʉ gʉmʉsinʉ nʉnna,","Jacob, Isaac, Abrahán, Tara, Nacor,"
"Nakori Serug zʉ gʉmʉsinʉ nare'. Serug'ri Reu zʉ gʉmʉsinʉ nʉnna, Reuri Péleg zʉ gʉmʉsinʉ nare. Peleri Héber zʉ gʉmʉsinʉ nʉnna, Heberi Sala zʉ gʉmʉsinʉ nare.","Seruc, Ragaú, Fálec, Eber, Salá,"
"Salari Kainán zʉ gʉmʉsinʉ nʉnna, Kainandi Arfaxad zʉ gʉmʉsinʉ nare. Arfaxari Sem zʉ gʉmʉsinʉ nʉnna, Sendi Noé zʉ gʉmʉsinʉ nare'. Noeri Lamek zʉ gʉmʉsinʉ nʉnna,","Cainán, Arfaxad, Sem, Noé, Lámec,"
"Lameri Matusalén zʉ gʉmʉsinʉ nare. Matusalendi Enok zʉ gʉmʉsinʉ nʉnna, Enori Jared zʉ gʉmʉsinʉ nare' Jaredi Mahalaleel zʉ gʉmʉsinʉ nʉna. Mahalaleri Kainán zʉ gʉmʉsinʉ nare.","Matusalén, Enoc, Jarad, Maleleel, Cainán,"
"Kainandi Enós zʉ gʉmʉsinʉ nʉnna, Enori Set zʉ gʉmʉsinʉ nare'. Set'ri Adán zʉ gʉmʉsinʉ nariri, Adandi Niwipaw zʉ gʉmʉsinʉ nʉnna.","Enós, Set, Adán y Dios."
"Ey anawi nʉngwa semana anʉnpesʉyʉn duminguba' mʉrógwiri bunsi chanʉn nusi, a'mia ɉinari Jesú ka' anikumanekʉ keywʉ i'mʉnʉ eygwi perfume wingowna winʉka'kwey rizoyana,","El primer día de la semana, al amanecer, las mujeres fueron al sepulcro con los perfumes que habían preparado."
ey awi eykʉ ʉnwina'chore'ri a'nʉ ka' ʉnkumʉya'ba gumʉ kʉpasʉyari ʉya'ba neki anʉkʉnuku' nekʉ wina'chunna.,"Al llegar, se encontraron con que la piedra que cerraba el sepulcro había sido removida."
"Ey uye' nʉngwa ʉnderigʉn use' richona uye'ki Sakuku Jesú zʉ gʉchʉri ʉnchwizanu' nare'ri,","Entraron, pero no encontraron el cuerpo de Jesús, el Señor."
"azi níkʉkwa ni neki wina'zanu' rinanʉn nuga genʉndi, mowga cheyrwa keywʉ acheynʉn richo' nariri mʉkʉ a'kisʉya kʉnuga keywʉ winchuye'ri,","Estaban aún desconcertadas ante el caso, cuando se les presentaron dos hombres vestidos con ropas resplandecientes"
"chowchow winʉkʉnasiki a'mia ɉinari ka' sikʉkin tiwkʉnʉ wincho'si rinise'ri, cheyrwa ɉinase'ri: —“¿Yari chʉka' a'zʉnari wichana genʉnke'ri atako?","que, al ver cómo las mujeres se postraban rostro en tierra llenas de miedo, les dijeron:—¿Por qué buscan entre los muertos al que está vivo?"
"Emi neki nanu'ri nanu'kinó, ari chʉká ana'zanika gun anunʉnki. Awi eyki Galilea nanʉn nuse' miwikʉyaneyka rigʉnchunhása zʉn gun ʉnki.",No está aquí; ha resucitado. Recuerden que él les habló de esto cuando aún estaba en Galilea.
"Ikʉ zʉ gʉmʉsinʉ warin zanʉri tʉnhʉya ɉinase' ipʉnhákumey, krususe' kʉchuna unige'ki, máykʉnʉ ɉwín zʉnekʉri eygwi chʉká ana'zanisi anʉnmʉse' awʉngwa ni miwikʉyaneykari” winʉkʉyana.","Ya les dijo entonces que el Hijo del hombre tenía que ser entregado en manos de pecadores y que iban a crucificarlo, pero que resucitaría al tercer día."
Ey uye' keywʉ a'mia ɉinari Jesuse' eymí winʉkʉyaneykari winʉgʉnchunna.,y par. .
Ey awi nʉngwari Jesú ka' anikumanin pari ʉndizori i'ngwi uga i'ngwi kʉtow kʉriwiya ɉinase' awiri eygwi ʉɉwase' nenʉn ʉnzʉnneykari winʉkʉyana.,"Ellas recordaron, en efecto, las palabras de Jesús"
"Awi ga' winyeyka ɉinari María Magdalena, Juana, awiri María Santiagu zazaku nari keywʉri eygwi aɉwa a'mia nenʉ́n rinʉnna.","y, regresando del sepulcro, llevaron la noticia a los Once y a todos los demás."
Ey uye'ki winʉkʉriwiya ɉinari a'mia ɉinase' ga' winʉkʉya kinkiri tá neki wina'chwa'ɉunu' nariri rigasay zʉn wina'zʉnna.,"Así pues, fueron María Magdalena, Juana, María la madre de Santiago, y las otras que estaban con ellas, quienes comunicaron a los apóstoles lo que había pasado."
"Ey uye'ki Pedru nʉngwa kwʉrenisi keywʉ Jesú ka' ikumanekʉ senanʉn zori use' kʉwa'kuye' nʉnkʉri mʉkʉ linu Jesuse' imʉnu'na nʉkin pá zʉn ʉnzare' nʉngwa, arunhá gwi ana'zari urakʉse' ʉnzoyana.(Mar. :-)",Pero a los apóstoles les pareció todo esto una locura y no las creyeron.
"Ey awi e' ɉwia'se' kingwiri mowga kʉriwiya powru Emaú ayekʉ rizwein nu'na, Jerusalén pari ingʉ zoyakʉ zʉnekʉ rizwein rinusiri,","Pedro, sin embargo, se decidió, y echó a correr hacia el sepulcro. Al inclinarse a mirar, solo vio los lienzos; así que regresó a casa lleno de asombro por lo que había sucedido.En el camino de Emaús"
"ʉnzari uneyka winʉnkʉwasay rizwein nuse'ri,","Ese mismo día, dos de los discípulos se dirigían a una aldea llamada Emaús, distante unos once kilómetros de Jerusalén."
Jesuse' keywʉ ʉya'ba winikinkumeyri ayeygwi ikʉnha'sin i'ba rizwein gwi nu'na.,"Mientras iban hablando de los recientes acontecimientos,"
Ey awi kʉriwiya ɉinase'ri winchwa uye'ki inʉkise'gwi mʉrʉn kʉre'gʉwa kawiri Jesú ni neki wina'chu' zʉn rinʉnna.,"conversando y discutiendo entre ellos, Jesús mismo se les acercó y se puso a caminar a su lado."
"Ey awi Jesuse'ri: —“¿Íngunʉ gaka inʉ ʉnkʉwaseykumey azoriri ey ayo?” winʉkey ie'ri, kwa neki wina'zanu' rinari rinugweriri,",Pero tenían los ojos tan ofuscados que no lo reconocieron.
i'ngwi Kreofá za'kinugase'ri: —“¿Ʉndi má nʉkin Jerusalendi nʉka'nayʉn nʉna'na me'ki saymu'zʉne' zʉnneykari eyki migʉnchonu'gwiri nó?” kʉyana.,"Entonces Jesús les preguntó:—¿Qué es eso que discuten mientras van de camino?Se detuvieron con el semblante ensombrecido,"
