way,esp
"Ma'aka jümaale taya jüpüyalu'umüin, mojushaaneerü taa'in .","Si ustedes me llevan para sus casas, yo me voy a sentir muy triste."
"Mülieechipaja'a pia, ma'aka nnojorule yaain taya pümaa.","En verdad tú vas a sufrir , si yo no estoy aquí contigo."
"Ka'wayuuseshi chi wayuukai, piamasü tepichiirua müle'uyuuirü nüchonnii, toolo wanee oo'ulaka müsüya wanee jierü.","El hombre tenía muj er, dos hijos que eran ya grandecitos, un varón y una hembra."
Nia tashimia jümaa temeshu oo’ulaka müshiiya tainchiyuu.,Aquél es mi suegro con mi suegra y mis cuñados.
"Koisü nüto'uta oo'ulaka müsüya tü nu'upünaautakalü, mashaanasü aka joi wüchii.","Su piel y su cara eran muy peludas, mucho así como las plumas de los pájaros."
"Wakamu'ulaasü saanüküirua, müin aka wan ee malasüirua.",Se han quedado con la boca abierta como unos tontos.
Anta müs ü tatünajutu  sumaa apünüinsü susu.,Mi amiga llegó  de improviso  con tres mochilas.
O’una meechii Kamiirü.,Camilo se irá de pronto.
Momorulaa meechi pia pi'raiwa'aya ka'lairakai.,Sentirás miedo inme diatamente en cuanto veas al tigre.
Nünaaja nümüsüja'a jia jüchikuwa'aya.,Él la guardó rápidamente de nuevo.
Te’ra tameechi Kamiirü.,En cualquier momento veré a Camilo.
¿Jamüshi pia pu’una pümakalaka tepialu’jee?,¿Por qué te fuiste de  mi casa de repente?
Eweeta müsü wanee ka'laira ma'aka tüse.,De repente salió un tigre de por allá hacia acá.
Asha'walaayaa mataalasü tü eejetükalüirua.,Los que se estaban allí se pusieron de pie.
"Nüle'ejapa paülü'ümüin, eweenuwaaya'a mü sü süshekeinru'ujee miichikaa erüirua sümaa muusairua.","Cuando regresó a la casa, se encontró que por todos los rincones salían perros y gatos."
Sha'waa müsü motsamüin anuuipa'a j üchiki asaa uujolu.,Permaneció parada un rato afuera después de haber tomado chicha.
Yüü maa'atshi nüpüyalu'u jüpüla tü jierü a ’ikajaapu ’ukolu niküin.,Permaneció solitaria la casa de él para la mujer que habitualmente le llevaba la comida.
Joyoo müshi Kamiirü.,Camilo permaneció sentado.
"Warai müshija ’a nia, ananajakuu müshi mapünaa aka tüsa.",El caminaba y miraba por allá alrededor.
"Ke’ichikuu müshii tepichikana, ejenüshii mmoolu ’umüin.",Los muchachos olfateaban y escupían el suelo.
"Chajaakuu, c hajaakuu müshija ’a joolu ’u nia, eirakawa ’ayatüshi mapünaa aka tia.","Lo buscaba, lo buscaba, miraba por todas partes."
Aa’ayajiraakuu maa ’atsü naa ’ujee tü nüpüshikalüirua.,Los familiares discutieron acaloradamente a causa de él.
Aku’lajaashi taya jünain ojulejakuu maa jainküin piichi.,No tengo voluntad de andar pidiendo entre los ranchos.
"Jüpüla jümomorulaainjatüin wüchiikalüirua,  kookokuu  müshi mapünaa  aka tia, nütalenajakuu  nümüsü  wanee kasayaakaleje'e.","Para asustar a las aves , se la pasaba gritando por allá, se la pasaba haciendo sonar cualquier cosa."
"Aa, jamaleein tü pülüin, eirakaakuu müs hi tamüin, kayamülasü taya jutuma jo'u.","Ah, no sabes que ese nie to tuyo se puso a mirarme, sus ojos me produjeron un cosquilleo."
Ashaja ta müshi pia karalouta .,Tú te la pasas escribiendo.
Aashajaa ta müshi pia nümaa chira.,Tú te la pasas hablando a cada rato con ése.
Apoto to müshi pia mma.,Tú te la pasas cavando la tierra.
O’unata müsü wüna ’apümüin tü ta ’wayuusekalü.,Mi esposa la pasa yendo  cada rato al monte.
Ayonnaja ta müsü pia nümaa alijunakai chira.,Tú te la pasas bailando  a cada rato con ese alijuna.
√ Jutpüna majayütkalü türa .,Esa señorita es alta.
* Jutpünasü majayütkalü türa .,Esa señorita es alta.
* Mojulaa wayuukai chira .,Ese hombre es malvado.
√ Mojulaashi wayuukai chira .,Ese hombre es malvado.
Aashajaashi Juan püchiki,Juan habla sobre  ti
A’yalajüsü tachon paalii,Mi hija llora por ti
Taapeerü pümüin wanee  anneerü oo’ulak a wanee kaa’ula.,Te dar é un ovejo y un chivo.
Aishaanasü nüpüla tü nu'wayuusekalü oo’ulak a müsüya  tü nüchonniikalü.,El hombre quería muchísimo a su mujer y a sus hijos.
Wojurulajaka shia süka wajapü oo’ulaka  wanee alepü mulo’ ushaana.,La revolvimos con las manos y con una cuchara grandísima.
Aishaanasü nüpüla tü nu'wayuuseka lü o'tta  müsüya tü nüchonniikalü.,El hombre quería muchísimo a su mujer y a sus hijos.
"Taya’lajeein kaa’ulakalü tüü, alu’usa  tü wanee.","Quiero comprar esta cabra, pero no la otra."
"Ma'aka müle'uyuule toulian, onjulaashi taya  juulia, alu'usa  jiale te'rüin e müirüin aka taya , ashaitajaashi taya motsamüinchon jümaa.","Si eran más grandes que yo, me les escondía , pero si veía que eran como yo, jugaba con ellos un rato."
"O’uneeshi taya Maiko’umüin pümaa, akaisa’a  masapia in taya.","Yo quiero ir a Maicao contigo, pero no tengo pasaje."
"Mainmairü tü wayuu oo'ulakakalün, akatsa'a  isa'alü in nachiki nepishuwa'a.","Muchos lo han intentado ya, pero todos han frac asado."
Jalaina yaamüin yaa tamaa jee toulaajeenü jaya süpüla jaa'ayulujain süka sikikalü.,Vengan acá conmigo y los dejaré calentarse con el fuego.
"Naa’inrapü’üin wainma kasa anasü, jee outushi nia 175 nuuyase.","Él hizo muchas cosas buenas, y murió de 175 años."
"Apünajüshii waya maiki, kalapaasü jee kepeshuuna süpüla weküin.","Nosotros sembramos maíz, sandía y fríjol para comer."
"Talatakaiya ma'in jintüikai sümaa tia, aka tü ni'rüin pejein nünain tü nü'letshekalü.","Contento quedó el muchacho, porque ya veía cerca de él la fortuna."
"Aka tütüin ma’in nia jünain olojoo, ale’ejapu’ushi jo’ukai jümaa kasirüü.","Porque él era muy diligente cazando, siempre solía volver con presas."
Pülaa’inchi ma’in pia sulu’u ke’ejenaa kemion.,Estás muy engreído porque tienes por vehículo un camión.
"Ja'itaichi asakinnü in pia, nnojoluinjatü kasain püküjain achiki.","Aunque te pregunten, no vayas a contar nada."
"Ma’aka piküle maimawai tü jüchon kanewakalü tepichiiwa’aya pia, müle’upa pia müliapu’ujeechi pia jutuma tü wüñaasükalü.","Si comes muchas veces el fruto del mamón siendo niño, cuando seas grande sufrirás por la sed."
"Sünain Facebook , eesü tama’ana piantua po’looin shikii tatünajutu sünainmüin akaraishi shikii mekiisa lümüin.","En Facebook , yo tengo 278 ( doscientos setenta y ocho ) amigos."
Aya’ lajüshi taya [piama shikii paa’ a(irua)].,Yo compré veinte reses.
Alatirüinjachi pia [apünüin ai ] sulu’ u tü miichi pülashiika lü.,Tú vas a pasar tres noches en el castillo encantado.
Aya’ lajüijachi taya [piama karalouta jeketü ].,Yo voy a comprar dos libros nuevos.
"O’unaleeshi’ iya waya, süchiki yalain waya iipünaa [apünüin oora ].","Nos fuimos, después de estar tres horas allí arriba."
Antüshii [na pienchi tepichi moo’ utshiikana ].,Llegaron los cuatro niños huérfanos.
Alü’üjünüsü nipialu’ umüin reikai [tü apünüin sükalüirua jula’ a].,Las tres tinajas fueron llevadas a la casa del rey.
Antapaataalashii [piama shii tepichiirua ] jüma’ anamüin wayuukolu.,Un día llegaron dos muchachos a donde la mujer.
Antüshii tepialu’umüin [ja’raishii wayuu mojulaajüs hii].,Llegaron a mi casa cinco hombres malvados.
"Waneesüyainjatü piitain, pünaajaa injatü jümüiwa’aya.","Será una sola tu totuma, y la guardarás aparte."
"Po’loole kaa’ulakalüirua, paapeerü tamüin.","Si las cabras fuesen diez, me las darás."
Apünüinsü tü karalo ’uta waya’lajüinjatükalü süpüla wekirajaain sünain wayuunaiki.,Son tres los libros que debemos comprar para estudiar wayuunaiki.
Apünüinjeena na kaa’ula taapeenakana pümüin.,Serán tres los chivos que te daré a ti.
"Antüshi chi palajachikai, antüshi wane’eya’asa, antüshi wanee mapaya’asa, antüshii na achiiruaakana, antüshi chi jaja’ttiamüinjachikai.","Llegó el primero, llegó también otro, llegó otro después, llegaron los siguientes, y llegó el último."
"Antüshi chi palajachikai, anta mushia wane’eya, anta müshija’a wanee mapa, antapaa mushi’iya na achiiruaajanakana, jee müshija’a chi naja’ttiamüinjachikai.","Llegó el primero, llegó también otro, llegó otro después, llegaron los siguientes, y el último."
"Tanaateerü pukuwa'ipa, to'oojireechi pia ja'raitua wanee kasa anasü ma'i.","Yo acomodaré tu vida, te bañaré cinco veces con una cosa muy buena."
Anteena piamawaire na ekirajüliikana.,Los maestros llegarán de dos en dos.
Antawai shii julu'u piamawalin naya.,Ellos llegaron de dos en dos.
Niküinjatü Luuka süse'eru'upünaa  areepakalü tüü sümaa keesü.,Lucas se va a comer la mitad de esta arepa con queso.
Asüshi taya uujolu shiyatapünaa  iita.,Yo bebí media totuma de chicha.
Eetaash i yaawa wanee  wayuu tütüshaanas hi ma’i Piipa  nünülia.,"Había, según dicen, un wayuu muy diligente  llamado Pipo."
"Kojosü ma ’in sirumakalü joolu ’u, a’iteerü wanee  juya müle ’u.","Está espesa la nube, va a caer un fuerte aguacero."
"Wattamüinpa wayuukai, ni’ rataal ain wanee  piichiirua ma’ aka tia.","Cuando el hombre ya se encontraba lejos, vio unas  casas hacia allá."
"O'unushiija’a naya, ke’ ejenashii wanee  muulairua kakuwajüsü ma’ in.","Ellos se marcharon, cabalgaban unas  mulas muy veloces."
Eetaashi laülaakai joyototaain nüpüla ju lu’u wanee  süi.,Él encontró al viejo sentado en un chinchorro.
Nüküjainja ’a jümüin tü nukuwa ’ipakalü nüma ’anajee chi wanee laülaakai.,Le contó a ella lo que le había sucedido donde el otro viejo.
A’ttaainjatü püliikukolu wanee müin ja ’ata luwopukolu.,La burra va a pasar al otro lado de la quebrada.
Eesü mürülü julu’u wanee  mmaya’asa; walapaleerü  taa jo’u wanee  ka’iya’asa.,"Hay animales en otro lugar, los visitaremos otro día."
"Antüs ü wanee  palajana, antüs ü wanee  mapan.","Llegó primero una, llegó otra después."
Kakaa’ulainshi Kamiirü,Camilo tiene chivos.
Makaa’ulainsai Kamiirü,Camilo no tiene chivos.
Kakaa’ulainsü Mariia,María tiene chivos.
Makaa’ulainsalü Mariia,María no tiene chivos.
Anasü ma'in katünajutuu. Talatüshi ma'in taya aka katünajutuin taya wanee walirü.,Es bueno tener un amigo. Yo estoy muy contento de tener un amigo zorro.
"Müleka pücheküle kajutuin atumaa tü pünüikikalü, eesü süpüla puluwataain sünain wanee kasa analu’uluin.","Si quieres que tenga valor lo que dices, debes ordenar a hacer cosas razonables."
Na wayuukanairua –nümüleje'e walitkai – kakopeetainshii jee alojushii.,Los hombres – dijo el zorro – tienen escopetas y cazan.
Ko’utushi pürinsipechonkai. Irattüs hi. Aikalaashi aka kamüshe’ ein nia.,El principito se quedó callado. Estaba llorando. Se sentó porque tenía miedo.
Mojusu taa’in paalii ; matchinsai ma’in pia  soo’u m makaa tüü.,Me das lástima ; no tienes mucha fuerza sobre esta tierra.
"Meküinsai taya pan jee , sükajee tia , maliasalü tamüin tü türiikokoo.","Yo no como pan y, por lo tanto, el trigo carece de valor para mí."
"Makaa'ulainsai taya, manneetsesai tayaya'asa.","Yo no tengo chivos, y tampoco tengo dinero."
"Mapüshisai chira ayuuishikai, wayakalaka a'yataain nümaa.","Ese enfermo no tiene familia, y por eso es que nosotros lo asistimos."
"Japüishi chira  jintüi kai, nnojoishi ekeein o'upalaa.","Ese niño tiene verg üenza, no qui ere comer delante de alguien."
Anashaanasü ma’i pütchimaajatü kalü  tüü.,Este diccionario es muy bueno.
¿Ashajayaashikaleje'e chira ?,¿Ése está escribiendo o no?
¿Kasache paala anaka nümüin chii ?,¿Qué será bueno para éste?
Püikalaa yalaala jaa'u türa  - müshi laülaakai.,Siéntate allí encima de ésa - dijo el viejo.
Jashichisü Tareesa aka makatüinjatüin pia ya'aya .,Teresa está muy enojada porque tú te vas a quedar aquí.
"Ma'aka aire jemiai jamüin, jalaina yaamüin  yaa tamaa.","Si tienen frío, vengan hacia acá  conmigo."
Anee chi pia maa'alüin aka tü pu'luwataakale yaajee  yaa.,Será mejor para ti si fuera como si te escaparas de aquí.
Nnojotsü kasain wachajaain achiki yaapünaa  yaa.,Nosotros no buscamos nada por aquí.
"Piirakaa, anii  wanee polu oo’ulaka müsüya piamasü rüi.","Mira, aquí hay  un hacha y dos cuchillos."
"Anuu  pu'ula, anuu  püshe'ein juulia pukurulajüin.","Aquí está tu chinchorro, aquí está tu ropa para que no sufras frío."
"Iraa  te'ejena, püsanan, püsiwottaja'ale'eya samüin saasan.","Ahí está  mi cabalgadura, desensíllal a y manéala de una vez por allá."
Ichaa  wanee ji'ipa mürütkalüirua julu'u wanee mmaya'asa.,Por allá está  una parte de los animales en otro lugar.
Yaashi  Piipa  nüshajüin wanee karalo’uta  süchiki wayuunaikikalü.,Pipo está aquí  escribiendo un libro sobre la lengua wayuu.
"Yalasü  tü etkalüirua a'atapajüin waya mmolu'u, yakürüttatain saliirua.","Allí estaban  los pe rros esperándonos  abajo, mostrando sus dientes."
Chasü  tekirajaale chaa’aya Wajiirü.,Mi escuela está allá  en La Guajira.
Alijuna  pia; wayuu  taya.,Tú eres criollo ; yo soy wayuu.
Wayuu jeechi  tachonya’asa.,Mi hijo será wayuu también.
Watuushi  Kamiirü.,Camilo es  nuestro abuelo.
Nüchon Kamiirü  pia.,Tú eres hijo de Camilo.
Sütünajutu injachi  Mariia  chi alijuna ka’liimo’ulekai.,El criollo barbudo va a ser  amigo de María.
Jüchon wayuu  taya ; nnojotsü jüchonin  alijuna taya.,Yo soy hija de wayuu ; yo no soy hija de alijuna.
Talatüsü tachon  sümaa yonna kalü.,Mi hija está alegre  con el baile.
Anashi Kamiirü ya’aya wepialu’u wamaa.,Camilo está bien aquí en nuestra casa con nosotros.
¿Jamüsh ii tepichikana ? – Ayuuishii Ø tepialu’u.,¿Cómo están l os niños ahora? – Están enfermos en casa.
Warait eerü Jusepiin a nachiirua na alijuna kana.,Josefina caminará  detrás de los criollos.
Joyotü injachi  Minkeerü nü’ütpa’a chi tatünajutukai.,Miguel va a estar  sentado al lado de mi amigo.
Antüinjana jaya Maiko’ujee maalü.,Ustedes van a llegar de Maicao temprano.
O’uneerü teikalü eemüin tatuushi watta chon maalü.,Mi madre irá donde el abuelo  de mañanita.
Ayonnajeeshi jima’aikai chira sümaa Marakariita.,Ese joven quiere bailar con Margarita.
Atunk eerü  teikalü sulu’u süikalü  sümaa tachon.,Mi madre dormi rá en el chinchorro  con mi hij a.
¿Jalashi laülaakai yaa? – Aikalaashi Ø pejeru'u nünain Luuka.,¿Dónde está el viejo? – Se sentó cerca  de Lucas.
Ayuluichipa taya shiipüse teikalü.,Yo acabo de sacar los restos de mi madre.
Ojulejapu’ushi pia nneerü  naa’u tashikai.,Tú solías pedir dinero a mi padre.
Aya’lajeechi taya wanee miichi  chaa’aya Marakaaya.,Yo compraré una casa a llá en Maracaibo.
Suluwataajeechi Marakariita shipiuunasekai.,Margarita enviará a su sirviente.
Nüchotooinjatü jima’aikai tü süche’ekalü paa’a.,El joven va a cortar la oreja de la vaca.
Tasa’watüin chi al ijunakai  wopulu’u.,Alcancé al criollo en el camino.
Tanaajaa jeerü  tü nneetkalü  sulu’u wanee kojon.,Guardaré el dinero en un cajón.
Nüyaawatüin ju'upünaa tü wayuuirua nantakalü ama'anamüin .,Él reconocía las caras de las personas a donde él había llegado.
Pa’atapaj üinjatü  nii jintüikai chira .,Tú vas a esperar a la madre de ese niño.
"Nümüleraain nü'liima , nü'rülü , ni'ichi  oo'ulaka müsüya nuu'uipa'a .","Le palpaba barba y bigote, las pestañas, la nariz, la planta del pie."
Tasaküin tü wayuu kepiakalü Maiko ’u.,Yo saludé a la mujer que vive en Maicao.
Puwalaajeechi tamüin anneetkai  pi’rapa nia.,Tú me pagarás el ovejo cuando lo hayas visto.
Suluwataajee chi  Marakariita   shipiuunasekai .,Margarita enviará a su sirviente.
Nüchotooinja tü   jima’aikai    tü süche’ekalü paa’a .,El joven va a cortar la oreja de la vaca.
Ashajeechi  Juan   tü aküjalaa kalü .  Ashajüneerü tü aküjalaa kalü  nutuma Juan.,Juan escribirá el relato. El relato será escrito por Juan.
Tashajeerü wanee karalouta nümüin chi ekirajüikai .,Yo escribiré una carta al maestro.
Nüsaajüin wanee iita nümüin  Kamiirü .,Le buscó a Camilo  entonces una totuma.
Mojusu türa nümüin Kamiirü .,Eso le disgusta a Camilo.
Nuchuntuin sümüin Tareesa  apünüin kasa.,Él le pidió tres cosas  a Teresa.
Wachuntaka laka  wanee koola  sümüin wanee kamion .,Entonces pedimos una cola a un camión.
Naapüin chi alijunakai wanee karalo ’uta nümüin chi jintüikai .,El criollo le dio  un libro al niño.
Pantira tamüin  wanee kaa'ula e je'tshiin nia.,Hazme llegar un chivo de los de algún tamaño.
"Aa, tayaawatüin pia - müshija'a niakai jümüin  nu’wayuuse  paülü'üjee.","Sí, te reconozco - le dijo a su mujer  desde adentro."
Nüküjain  nümüin Luuka  tü nukuwa'ipakalü paala.,Le contó  a Lucas  lo que había ocurrido.
Kamalainsü tamüin  jemi'ira.,Me gusta vuestro entretenimiento.
Jemetashaanasü ma’i nümüin Luuka  eküütkalü tüü.,Para Lucas  esta comida está muy sabrosa.
Cho'ujaasü juya sümüin mmakaa .,La lluvia le hace falta a  la tierra.
Outusu mürülü su'utpünaa jout ai.,Los animales se mueren en el verano.
"Sü'itapa juya , apünajüshii waya kalapaasü, meruuna, oo'ulaka müsüya wüirü.","Cuando llueve, n osotros sembramos patilla, melón, y auyama."
Joutsu eküülü tepialu’u .,La comida abunda en mi casa.
Kantaraalia atüküsü s uwayunkeerain süka pootshi .,Kantaraalia hizo su muñeca con barro.
Akulaalajuushi tü apainkat süka sütüna aipia .,La huerta está cercada con ramas de cují.
Antüshi mapa chi laülaakai namaa na nümaajanakana,El viejo llegó después con sus acompañantes.
Nnojotsü atpanaa jainküinpünaa mojuuikalü,Por los matorrales no hay conejos.
Nnojoishi laülaakai piichipa'a,El viejo no estaba en casa.
Aya’laj eerü  teikalü wanee miichi,Mi madre comprará una casa.
Nnojol eerü  aya’lajü in teikalü wanee miichi,Mi madre no comprará una casa.
Ee’irajü shi ta’laüla wanee jayeechi,Mi tío cantó un jayeechi.
Nnojoi shi ee’irajü in ta’laüla wanee jayeechi,Mi tío no cantó un jayeechi.
Ayonnajü injatü  puwala nümaa,Tu hermana va a bailar con él.
Nnojolü injatü  ayonnajü in puwala nümaa,Tu hermana no va a bailar con él.
Tasak eechi  chi tatünajutukai,Yo saludaré a mi amigo.
Nnojol eechi  tasakü in chi tatünajutukai,Yo no saludaré a mi amigo.
Makatü injana  naya tamaa,Ellos se van a quedar conmigo.
Nnojolu injana  makatü in naya tamaa,Ellos no se van a quedar conmigo.
Nnojoi shi chü'lüin jintüikai  jutuma juyakalü,"El niño está seco, no está mojado a causa de la lluvia."
Nnnojolüi tpa shunulin ma’in taya  jee aneerü tamüin tü jemiai aipa’ajatükalü,Yo ya no estoy tan resfriada y el aire fresco de la noche me hará bien
Nnojoi shii  japülin jaya,Ustedes no tienen vergüenza.
Nnojolee chi a'yataain Kamiirü  watta'a,Camilo no trabajará mañana.
Nnojol üinja tü asüin  Tareesa  awarianta,Teresa no va a beber aguardiente.
Nnojoi shi atunkeein Piipa nümüiwa'aya,Pipo no quiere dormir solo.
Nnojoi shi o'un eein wayuukai  jümaa niieyuusekalüirua,El hombre no se quiere ir con las mujeres de su familia.
¿Nnojoi shii  japülin jaya  süka mulo'uyuushaanain türa japato'ushekalüirua?,¿No les da vergüenza tener esas uñas tan largas?
"Makatüshi nüpüyalu'u, nnojoi shi o'unuin wayuukai  jümaa niieyuusekalüirua",Se quedó en su casa y no se fue el hombre con las mujeres de su familia.
Nnojolinja chi pia mojuin aa'in tachikiru'u,Tú no vayas a entristecerte durante mi ausencia.
¿Nnojolee chi asukajaanüin pia ma'aka tamaale pia?,¿A ti no te echarían de menos si yo te llevase conmigo?
Nnojoi shi ashakatüin jima'aikai  naa'ujee ne'ejenakai,El joven no se bajó de su cabalgadura.
Nnojolee chi tasaküin Kami irü,Yo no saludaré a Camilo.
Nnojolee rü tasaküin Jusepiina,Yo no saludaré a Josefina.
Nnojolee na tasaküin na ekirajüliikana,Yo no saludaré a los maestros.
Nnojoishi yolujaa in taya,Yo no soy un fantasma.
Nnojolinjachi tamaa in pia jüma'anamüin tapüshi,Yo no te voy a llevar a donde mi familia.
Waapüin  wanee shi'ira kasa kayarülasü; nnojotsü shi'ira in mo'uwa,Nosotros escuchamos el sonido de una cosa horrible; no era canto de una paloma.
"Nnojoishi achajaal in taya, jee nnojoishii tama’ana achajaalii aküjakana tamüin","Yo no soy explorador, ni tengo exploradores que me informen."
Nnojo piiwa'ajüin ta a'in,no me molestes.
Ma’yataainsai Kamiirü tepialu’u,Camilo no trabaja en mi casa.
Mayonnajüinsai Kamiirü sümaa Noora,Camilo no bailó con Nora.
Machü’lüinsalü Noora sutuma juyakalü.,Nora no está mojada por la lluvia.
Nnojotsü chü’lüin Noora sutuma juyakalü.,Nora no está mojada por la lluvia.
Masaküinjeerü Noora Kamiirü.,Nora no saludará a Camilo.
Masakuusai Kamiirü sutuma Noora.,Camilo no fue saludado por Nora.
Masüinsalü Noora saruweesa.,Nora no bebe cerveza.
Masüinsalü Noora tü saruweesa p üya’lajakalü .,Nora no se bebió la cerveza que compraste.
[Tachotooin ]s-V-o [nukuluutse Luuka ]O.,Yo corté la tela de Lucas.
[Tousajüin ]s-V-o [sütüna Tareesa ]O.,Yo besé el brazo de Teresa.
[Tachotoo akuluutse chi]s-V-o [Luuka ]O.,Yo corté la tela de Lucas.
[Tousaja atüna lü]s-V-o [Tareesa ]O.,Yo besé el brazo de Teresa.
[Ayonnajüshi ]V-s [taya ]S [sümaa Jusepiina ]OBL.,Yo bailé con Josefina.
[Tayonnaja amaa lü]s-V-o [Jusepiina ]O.,Yo bailé con Josefina.
Taya’lajüin nütoleek ase Juan .,Yo compré el saco de Juan.
Taya’laja atoleekase chi Juan.,Yo compré el saco de Juan.
Aya’lajüna atoleekaschi Juan tatuma.,El saco de Juan fue comprado por mí.
Ayonnajüshi taya jaa'u tü meesakalü .,Yo bailé sobre la mesa.
Tayonnaja aa'ulu tü meesakalü .,Yo bailé sobre la mesa.
Ayonn ajüna aa'ulu tü meesakalü tatuma.,Se bailó sobre la mesa por mí.
¿Nanta anainrü tepichikana tü wopu eepünaajanale paala naya?,¿Encontraron los niños el camino por donde antes habían llegado?
¿Püyaawatüin taya?,¿Me reconoces?
¿Nna’aya wanee  süi tapülajatü pejeru’ u pünain?,¿Allí hay algún chinchorro  para mí cerca de ti?
¿O’uneeshaanashia ma’ in pia tamaa?,¿Tú tienes muchísimas ganas de irte conmigo?
"¿Aseesü paa'in wüin, püsee pa eera  waraapa?","¿Deseas beber agua , o quieres acaso beber guarapo?"
"¿Ayonnajeesü paa'in sümaa Nuuri, jia pa eera  püyonnajeein amaa Mariia?","¿Quieres bailar con Nuris,  o quieres baila r con María ?"
"¿Laülaa chi ekirajüikai , jima'ai pa eera  nia?","¿El maestro  es viejo , o es joven?"
"¿Olojüshi pia atpanaa, pülojo pa eera  wüyala?",¿Cazaste conejo o cazaste venado matacán?
¿Jalashi a’yataain püshikai yaa?,¿Dónde trabaja tu padre?
¿Jalasü a’yataain puwalak alü yaa?,¿Dónde trabaja tu hermana?
¿Jaleechi  a’yataain püshikai yaa?,¿Dónde trabajará tu padre?
¿Jalainjachi  a’yataain taya  yaa?,¿Dónde voy a trabajar yo?
¿Jaleerü a’yata ain pimiirua  yaa?,¿Dónde trabajará  tu hermanita ?
¿Jalapu'ushi  a’yataain  puwala yaa?,¿Dónde suele trabajar tu hermano?
¿Jarai chira yaa?,¿Quién es ése?
¿Jaralii nojotta ka etkai yaa?,¿A quiénes mordió el perro?
¿Jaralü epitaja ka pipia yaa?,¿Quién barrió tu casa?
¿Jaraleerü epitaja ka pipia yaa?,¿Quién barrerá tu casa?
¿Jaralü jimo’olu paapirüinjatu ka yaa?,¿A cuál niña vas a avisar?
¿Jarai paapirüinjachi ka yaa?,¿A quién vas a avisar?
¿Jaralü aikalaa ka pa'ato'u yaa?,¿Quién se sentó a tu lado?
¿Jaralü jaashajaa ka achiki yaa?,¿De quién hablan ustedes?
Jaralü püya'laja ka apüla wanee süi yaa?,¿Para quién compraste un chinchorro?
¿Jaralü karalouta nülü'üjee ka Juan yaa?,¿Cuál papel quiere llevarse Juan?
¿Kasa (wayuu) türa?,¿Qué es eso?
¿Kasa alata ka yayaa tachikiru’u?,¿Qué pasó aquí durante mi ausencia?
¿Kasa püwüleja ka aka meesakalü?,¿Con qué limpiaste la mesa?
¿Kasa nu’luwaja ka chira wayuukai?,¿Qué se robó ese hombre?
¿Kasa pikaka amaa areepakalü?,¿Con qué te comiste la arepa?
¿Kasa wayu paa’inra ka yayaa joolu’u?,¿Qué estás haciendo aquí ahora?
¿Kasatalü tü kamiisakalü?,¿De qué color es la camisa?
¿Kasairukui pia?,¿De cuál clan eres tú?
¿Kasaichit sünülia majayütkalü tüse?,¿Cómo se llama la muchacha que viene hacia acá?
¿Kasalu’ujeerü o’unu in Maiko’umüin tü puwalakalü?,¿En qué se irá a Maicao tu hermana?
¿Kaso’utsü mi’irakalü?,¿En qué época es la fiesta?
¿Kaso’uleerü waya’lajü in miichikalü?,¿Cuándo compraremos la casa?
¿Je’rasü tü puwalayuukoluirua?,¿Cuántas son tus hermanas?
¿Je’ra (panaa) naa'inra ka Luuka?,¿Cuántas (empanadas) hizo Lucas?
¿Jalashi wayuukai yaa?,¿Dónde está el hombre?
¿Jalasü ma'in tü püpüyakalü yaa ?,¿Dónde queda exactamente tu casa?
¿Jalasü pi’itaa in tasusia yaa?,¿Dónde pusiste mi mochila?
¿Jala müinshii laülaayuukana yaa?,¿A dónde se han ido los viejos?
¿Jala pünaashii paa’akana yaa ?,¿Por dónde se han ido los toros ?
¿Jala kuwalii alijunakana yaa ?,¿Hacia dónde se dirigen los criollos?
¿Jaleje’ewai ka’liimo’ulekai ya a?,¿De dónde procede el barbudo?
¿Jalamüinjeechi achiitüin  pia yaa?,¿A dónde irás a defecar?
¿Jalapüsheerü o’unu in attouusakalü?,¿A qué hora sale el autobús?
¿Jouja mi’irakalü?,¿Cuándo es la fiesta?
¿Jou ja wo’una ka Maiko’umüin?,¿Cuándo nos vamos a Maicao?
¿Jamüshi nu'una kalaka Luuka Maiko’umüin?,¿Por qué se fue Lucas a Maicao?
¿Je’tshi alijuna merikaanakai chira?,¿De qué tamaño es ese norteamericano?
¿Je’tseesü pikü in?,¿De qué tamaño (= cantidad) quieres comer?
¿Jana kakuyamala ka piichikalü?,¿Quién ha hecho la casa?
¿Jana paashajaa ka amaa?,¿Con quién estás hablando?
¿Jala shi amüloulin chi ekirajüi kai yaa?,¿Dónde se perdió el maestro?
¿Jala sü a'yataain majayütkalü yaa?,¿Dónde trabaja la señorita?
¿Jala shii oju'leraain na ejirajüliikana yaa?,¿Dónde se acostaron los maestros?
¿Jala sü ni'itaain Kamiirü karalo ’utakalü yaa?,¿Dónde puso Camilo el papel?
¿Jalainja tü ni'itaain tashikai takamiisain yaa?,¿Dónde va a poner mi camisa mi padre?
¿Jala shi shi'rapünaain toushu Ma'leiwa yaa?,¿Por dónde vio mi abuela de paso a Dios?
Nnojoishi Luuka jalain yaa.,Lucas no está en ninguna parte.
Matüjainsai jalaa yaa taya sümaa ta’wayuuse.,No suelo ir a ninguna parte con mi mujer.
Atüjashi jalamüinwaa yaa chi tawairüinkai.,El primo mío suele ir a alguna parte.
Nnojoishi taya kasain wayuu.,Yo no soy cualquier cosa.
Matüjainsai jamaa Ma’leiwakai.,Dios no es afectado por ningún evento.
