way,esp
Achüütüüinjatüyaa waa'inru'u türa kalapaasükalü.,Creíamos que esa patilla se iba a destripar.
¿Aseeshi p ia wüin?,¿Deseas beber agua?
¿Je'rawai maikikaa süka poote?,¿Qué cuesta el  pote de maí z?
"Jamayaa ti ia, ¿anayaasüje 'e pia?","Hola tía, ¿estás bien?"
"Ma'aka nnojorüle ja'yain anneetkalü, outeech i pia"" — müshi tamüin nüma'iki.","“Si no aparece el ovejo, tú vas a morir” — me dijo antes de marcharse."
¿Jalamüinjeechi achiitüin  pia yaa?,¿A dónde irás a defecar?
"Mayaashi ale'ejüin n ia paülü'ümüin, nuchuwalaain sikikalü ayokulaasü nüpüla.","Tan pronto regresó adentro, se puso a atizar el fuego que encontró medio apagado."
chi jima’ai pu’luwajakai e’ejena cha Perijaa,el joven [cuyo carro te robaste en Perijá]
O'uneeshiya taya - müshi  wayuukai.,De verdad que quiero ir - dijo el hombre.
Ekuushi asalaakalü jaa’u meesakalü nutuma Piipa.,La carne fue comida sobre la mesa por Pipo.
apütüichi,"ya dejo, empiezo a dejar"
Eetaasü jüpüya nierüin laülaakai wattalu ’u ma ’aka tüsa.,Estaba  la casa de la mujer del viejo lejos como por allá.
"Nnojooyütsa'a toulaküin she'ejü rookat tüü, jemetashantasü.","Yo nunca había probado este arroz, es muy sabroso."
"Jalaichi, tawalachonwaa, emi'ijaajeeshi taya pümaa","Ven, primito, quiero jugar contigo"
"Müleka nanoujü leje, anasü je tatuma naku wa’ipa tamaa.","Si hubieran creído, ellos estuvieran bien conmigo por mi causa."
Wojurulajaka shia süka wajapü oo’ulaka  wanee alepü mulo’ ushaana.,La revolvimos con las manos y con una cuchara grandísima.
waüwaülüü,estar tendidos
"Puunta, ajatteematüirü sütchin tü komputatoorakaa, saa ꞌin tamüin eesü wanülü ü suluꞋu.","Apúrate, se está descargando el computador, creo  que tiene virus."
Achuntunusu tamüin [wanee achikiimaajatü ejeketüje’eruushi ].,Me fue solicitado un curriculum vitae actualizado.
apütayü iya,todavía dejo
Eeshi wanee püliikuchon wama ’ana pii chipa’a.,Nosotros tenemos un burrito en la casa.
"Pi'itaa sulu'u wanee wotsa, talü'üjüintüirua.","Estas son hermosas, ¿qué te parecen?"
¿Je'rashii la ülayuukana ?,¿Cuántos ancianos ?
Naa'itkaa,La tía de él
¿Kasa jaa Ꞌinraka?,¿Qué hacen?
Je'rawai saa 'u wanee sapaata süpüla tooloyuu.,"Qué bueno que han llegado, están en su casa."
"Jüpüla jümomorulaainjatüin wüchiikalüirua,  kookokuu  müshi mapünaa  aka tia, nütalenajakuu  nümüsü  wanee kasayaakaleje'e.","Para asustar a las aves , se la pasaba gritando por allá, se la pasaba haciendo sonar cualquier cosa."
Wasakee rü nii Kamiirü,Nosotros saludaremos a la madre de Camilo.
"Eesü tama’ana apünüinsü wotkainrua, piama chuwatüsü jee waneesia yokutusu.","Tengo tres volcanes, dos en actividad y uno extinguido."
eisalawaa,acostarse
Jaja'ttiamüin kashikalü pa’atapajeechi taya ma’aka kaso’urüle tantüin.,Al terminar el mes esperarás a que yo llegue en cualquier día.
Eesü mürülü julu’u wanee  mmaya’asa; walapaleerü  taa jo’u wanee  ka’iya’asa.,"Hay animales en otro lugar, los visitaremos otro día."
Eeshi taya süpüla talat irüin apünüin ai sulu'u miichi pülashiikalü.,Yo puedo pasar tres noches en la casa encantada.
Acheküsü o'otojoonaa türa püshe'einkalü.,Conviene que esa ropa tuya sea sacudida.
Washitshaanas hi ma’i wayuukai chii.,Este hombre es muy rico.
"Makaa'ulainsai taya, manneetsesai tayaya'asa.","Yo no tengo chivos, y tampoco tengo dinero."
¿Kasa paa Ꞌinraka a?,¿Qué haces?
¿Nnojoi shii  japülin jaya  süka mulo'uyuushaanain türa japato'ushekalüirua?,¿No les da vergüenza tener esas uñas tan largas?
chi jima’ai püchajaakai,Miguel está contento con el joven [que tú buscas]
"Ajaa, tasaajüin paala, püikalaa motso Ꞌo.","Bueno, ya lo traigo, siéntate un momento."
"Meküinsai taya pan jee , sükajee tia , maliasalü tamüin tü türiikokoo.","Yo no como pan y, por lo tanto, el trigo carece de valor para mí."
"pü püt a, ja püt a","deja, dejen"
"Nnojolü maata jo'unuin chapünaa chaa'a ya, ee nnojolinjana ojunain     ipairua jaya ya'asa .",No se vayan por allá y no vayan ustedes a estar tirando piedras tampoco.
Pasanain,En el medio
Nnojolu injana  makatü in naya tamaa,Ellos no se van a quedar conmigo.
ShiꞋipoꞋujee,En frente de
Taapeerü pümüin wanee  anneerü oo’ulak a wanee kaa’ula.,Te dar é un ovejo y un chivo.
"Kolompia toumain pia, talü 'üjain pia sulu 'u taa'in, tanoujüin aneerüin pukuwa 'ipa, te'reein pia waneepia miyo 'uin otta kapülain pia sümaa taashin","Colombia patria  mía, te llevo con amor en mi corazón, creo  en tu destino  y espero verte siempre grande, respetada y libre."
e’raajaa,conocer
Tasak eechi  chi tatünajutukai,Yo saludaré a mi amigo.
püi CADA UNO  apütapüishii,cada quien dejó
apütüin jachi,"voy a dejar, tengo que ir a dejar"
b. ¿Seerü pia Kale'ujeena ?,¿Vienes al medio día?
Antapaataalashii [piama shii tepichiirua ] jüma’ anamüin wayuukolu.,Un día llegaron dos muchachos a donde la mujer.
"Anashija 'a süka jüntüin, jüikala apa, jipiyalu 'ujana jia.",¿Cuánto cuesta un par de zapatos para hombre?
Warutta,naranjo
¿Jamayaa  pia tiia?,¿Cómo estás tía?
Chamüin,Hasta allá
chü’lüü,estar mojado
Nnojoyüꞌiya antüin taya jünaain aꞌyatawa a juyaka  tüü,Este año no he podido encontrar trabajo
amüloulii,perderse
¿Kasa'aya ma'in joolu'u tü aakajaka tashe'ein?  - maa müsü naa'in  nüle'eru'u.,¿Qué será ahora esto que me quita la manta? - pensaba para sus adentros.
apütü shi,"dejo, dejé, he dejado"
Mojunuwasü nümüin [ekaa süka najapü ee a'ataa nüsapaatse ].,Se le hacía difícil a él comer con las manos y amarrarse los zapatos.
Jatü,tú
Momorulaa meechi pia pi'raiwa'aya ka'lairakai.,Sentirás miedo inme diatamente en cuanto veas al tigre.
"Piiraka sümüin tüü, anachon niisü, mütsiia jia'aya tü püchekalaka a.","Mira estas, son muy bonitas, y son negras como te gustan."
"Anashaanashi ma'in wayuukai, nnojoishi mojuyaain aa 'in, nnojoishi yaleeyaain juulia tü nu'wayuusekalü.","El hombre estaba muy bien, no estaba triste, no quería apartarse de su mujer."
Jemetashaanasü ma’i nümüin Luuka  eküütkalü tüü.,Para Lucas  esta comida está muy sabrosa.
Oꞌoojüinapa,Nos bañamos  ahorita
Eesü sulu'u tü miichi pülashiikaa [wanee korolo kojutusu anujuluushi ].,En la casa encantada hay unos objetos valiosos escondidos.
Jüntira watta'a tü jükaralo 'utase.,Mañana traigan copia de su tarjeta.
"O’uneeshi taya Maiko’umüin pümaa, akaisa’a masapia in taya.","Yo quiero ir a Maicao contigo, pero no tengo pasaje."
Pülaa’inchi ma’in pia sulu’u ke’ejenaa kemion.,Estás muy engreído porque tienes por vehículo un camión.
Eejechi taya wanaa jümaa jü'itüin juyakalü,Yo estaba presente cuando llovió.
Jamayaa,Hola
"Motusu ta a'in tawaraij aain pa a'u tü kashi alataka a, o'uneerüinja'a taya kashika a tüseena awaraij aain pa a'u","El mes pasado  se me olvidó  ir a visitarte, e l mes que viene sí voy a visitarte"
Ta'atapajüin jünain jüpüshüwa'a jüntüin sünain jikirajaawein.,Espero que todos ustedes tengan ganas de aprender.
"Wüinyaasüshire’e ma'in taya, [tasakalaka tü waraapakalü ].","Yo tengo tanta sed, que voy a beber la gaseosa."
chuwataa,estar encendido
Tayaawatüin pia - müsü  jietkalü nümüin Luuka.,Yo te reconozco – le dijo la mujer  a Lucas.
Sha'waa müsü motsamüin anuuipa'a j üchiki asaa uujolu.,Permaneció parada un rato afuera después de haber tomado chicha.
Anteena piamawaire na ekirajüliikana.,Los maestros llegarán de dos en dos.
"Napushuwaya naa wayuukanairua jemeishi süpüla taashi süma wanawaain nakua'ipa, a'inmajünüinjana wanawaalü natuma naa alu'uwatashikana, wanawaainjana waya sülu'u sükua'ipa süpushuaya nojolüinjatü akatanüin akua'ipa wayuu eeka waneejetüin wo'ulia, eeka sülu'ujetüin wanee mma, eeka waneejetüin anüiki wanawaainjachi waneepia ma'aka wayuu süpushuaya. Tüü shikiipu'ujanaka alu'uwatawaa sükumajüinjatü akua'ipa tüü kasa süpüla wanawaainjanain wayaa otta müsüya sükalijüinjana eeka mulia'in, naa shikiipu'ujana alu'uwatawaa nayainjana sükalijashanaka naa wayuukanairua eekai nojolüin nainrüin nakua'ipa kasalajaneerü sümüin wayuu eeka jamajüin atüma naya.","Todas las personas nacen libres e iguales ante la ley, recibirán la misma protección y trato de las autoridades y gozarán de los mismos derechos, libertades y oportunidades sin ninguna discriminación por razones de sexo, raza, origen nacional o familiar, lengua, religión, opinión política o filosófica. El Estado promoverá las condiciones para que la igualdad sea real y efectiva y adoptará medidas en favor de grupos discriminados o marginados. El Estado protegerá especialmente a aquellas personas que por su condición económica, física o mental, se encuentren en circunstancia de debilidad manifiesta y sancionará los abusos o maltratos que contra ellas se cometan."
"Antüshi chi palaja chikai, antüshi wane’eya’asa, antüshi wanee mapaya’asa, antüshii na a chiiruaakana, antüshi chi jaja’ttiamüinja chikai.","Llegó el primero, llegó también otro, llegó otro después  también , llegaron los siguientes, y llegó el último."
"Antüs ü wanee  palajana, antüs ü wanee  mapan.","Llegó primero una, llegó otra después."
"Sükümajaya no'ummain wayuu süpüla nalu'uwatain sülu'u süka nakua'ipa sümaiwajatü ajüitüinjatü sünainje wanee pütchi, karaloutalüsü natuma sülaulayuu mma wattajee namayalee naa wayuu shikiipu'ujanaka no'ummain süma nakua'ipa. Eesü süpüla süntirain sükua'ipa no'ummain wayuu süma sükua'ipa no'ummain eekai müin a'aka na'in müleka pejejiralee shia. Otta müsüya nalu'uwatainjatü alu'u naa wayuu laulayuu, shikiipu'u ko'ummainshiikana sünain wannajirain na'in nama alijuna shikiipu'ujana mma.","La conformación de las entidades territoriales indígenas se hará con sujeción a lo dispuesto en la Ley Orgánica de Ordenamiento Territorial, y su delimitación se hará por el Gobierno Nacional con participación de los representantes de las comunidades indígenas , previo concepto de la Comisión de Ordenamiento Territorial. Los resguardos son de propiedad colectiva y no enajenable. La ley definirá las relaciones y la coordinación de estas entidades con aquellas de las cuales formen parte."
¿Jarai püchonkaa yaa?,¿Cuál es tu hijo?
Antüshii [na pien chi tepichi moo’utshiikana ].,Llegaron los cuatro niños huérfanos.
Iipünaa,Arriba
Anashantainjatüin jutuma shia.,Deben hacerlas bien bonitas.
Nojoishi je’rain ma’in chi wayuu toolok ai aa’in.,El hombre valiente no es cualquier cantidad (= es una minoría).
Nantaka aliika; a'ülüjüna amüinna; talatashaana paja'a naya,Llegaron por la tarde; los regañaron; pero estaban felices.
¿Jaralü epitaja ka pipia yaa?,¿Quién barrió tu casa?
¿Kasa amaa püya'lajü injatüka?,¿Qué más vas a comprar?
Antüshi mapa chi laülaakai namaa na nümaajanakana,El viejo llegó después con sus acompañantes.
"Pijita suchukuwa'a palitchon roo, püntirai soo'omüin uujolu.",Échame otro poquito de arroz y me traes más chicha.
"Apünajüshii waya maiki, kalapaasü jee kepeshuuna süpüla weküin.","Nosotros sembramos maíz, sandía y fríjol para comer."
kerawaa,estar completo
Aya’laj eerü  teikalü wanee miichi,Mi madre comprará una casa.
¿Jalejeejeena jia?,¿De dónde vienen ustedes?
"Tameerü sümüin taa ꞌirü, suunejai pia, shiainjatü ayaꞌlajüinjatka.",¿Y cómo hiciste para llamarla si no hay señal?
"¿Laülaa chi ekirajüikai , jima'ai pa eera  nia?","¿El maestro  es viejo , o es joven?"
"Yalasü  tü etkalüirua a'atapajüin waya mmolu'u, yakürüttatain saliirua.","Allí estaban  los pe rros esperándonos  abajo, mostrando sus dientes."
¿Kasalu’ujeerü o’unu in Maiko’umüin tü puwalakalü?,¿En qué se irá a Maicao tu hermana?
"Talatakaiya ma'in jintüikai sümaa tia, aka tü ni'rüin pejein nünain tü nü'letshekalü.","Contento quedó el muchacho, porque ya veía cerca de él la fortuna."
Puchuwajaa siki [ta'lakajaa iwa piküin ].,Enciende el fuego para cocinarte tu comida.
"O'uneenü jia maalü soꞌuka ꞌi jipialu 'umüin, ouutkajainjana wayakana ekirajüliikana.","Hoy se van temprano para la casa, porque los profesores tenemos reunión."
Aluwataausu karalouta nümüin Piipa.,Por fin fue enviado el libro a Pipo.
Makaa’ulain sai Kamiirü,Camilo no tiene chivos.
makataa,quedarse
Karatse,"Penacho, especie de corona masculina"
"Napushua naa Kolonpianaka, aka sülu'u. sükua'ipaka laulapia. eeshi süpüla wanaitüin naya eepünawela sülu'upüna tüü mma'aka jee müsuya yaina'ya ma'aka ji'ikule na'in yawaa sa'u tüü mma Kolonpia münaka.","Todo colombiano, con las limitaciones que establezca la ley, tiene derecho a circular libremente por el territorio nacional, a entrar y salir de él, y a permanecer y residenciarse en Colombia."
Ayonnajüshi,"Estoy, estaba  bailando"
ayuulee,estar enfermo
¿Ayonnajeeshi p ia jümaa Tareesa?,¿Quieres bailar con Teresa?
Pa’atapaj üinjatü  nii jintüikai chira .,Tú vas a esperar a la madre de ese niño.
"a. Eesü tama'ana, nüntirala tawalakai.","Yo tengo, la trajo mí hermano."
¿Jala sü a'yataain majayütkalü yaa?,¿Dónde trabaja la señorita?
"Nnojotsü alainnüinjatüin na'in wanee wayuu sünain aküjirawaa nüchikii jee müsuya sünain akujaa süchikii nüwayuuse, nümajana wanepia jee müsuya süchikii nüpushua eekai ni'irukuchüin otta müsuya wayuu eekai kasain nünain sunainje rii'iruku jee shi'irukumajain nüwayuuse.","Nadie podrá ser obligado a declarar contra sí mismo o contra su cónyuge, compañero permanente o parientes dentro del cuarto grado de consanguinidad, segundo de afinidad o primero civil."
"Epiꞌyuushijaasü  waaꞋu, joo'uya miichipa 'amüin","Está oscureciendo , vámonos para la casa"
"Ma’aka shikü le wanee anneerü wüitüshii, ekajaasü jia wunu’usiikalüiruaya’asa.","Si un cordero come hierbas , él se comerá también las flores."
¿Apünajüshii jia?,¿Ustedes siembran?
O’uneechi taya  Karaakamüin.,Yo iré a Caracas.
¿Kasa pikaka amaa areepakalü?,¿Con qué te comiste la arepa?
chi laülaa apantajaakai suulia pulusiia,el viejo [que salió corriendo de la policía]
Achituuina waya jünain wunu'ukoluirua.,Ya estamos a punto de golpearnos contra los palos.
Pülaa’in chi ma’in pia sulu’u ke’ejenaa kemion.,Estás muy engreído porque tienes por vehículo un camión.
Jalaina yaamüin yaa tamaa jee toulaajeenü jaya süpüla jaa'ayulujain süka sikikalü.,Vengan acá conmigo y los dejaré calentarse con el fuego.
A’lakajaa injana waya  asalaa,Vamos a cocinar  carne. (Específico)
¿Jouja mi’irakalü?,¿Cuándo es la fiesta?
Eesü süpüla wejitüin kepein süto'uta.,Nosotros le podemos echar café por la parte exterior.
"Mülieechipaja'a pia, ma'aka nnojorule yaain taya pümaa.","En verdad tú vas a sufrir , si yo no estoy aquí contigo."
"Ma’aka müle ’uyuule toulian, onjulaashi taya juulia, alu ’usa jiale te ’rüin e müirüin aka taya , ashaitajaashi taya motsamüinchon jümaa.","Si eran más grandes que yo, me escondía  de ellos,  pero si yo veía que eran como yo, jugaba un rato con ellos."
"Ma’aka pa’alainpalajayaa le naya, outeechi pia nachiki.","Si ellos son víctimas de tus  mentiras, te matarán."
Aya'lajüinjatü taya  pitchuushi nümüin ta'laüla.,Voy a comprar fríjol  para un tío mío.
¿Jalapu'ushi  a’yataain  puwala yaa?,¿Dónde suele trabajar tu hermano?
¿Kaso’utsü mi’irakalü?,¿En qué época es la fiesta?
Eetaashi wanee wayuu mojulaashi ma’ in; asünaa pu’ushi sü chisa wa yuu eekai sülatüin nü’ütpünaa.,Había una vez un hombre malvado; solía quitar el equipaje a las personas que pasaran junto a él.
"Ajaa, akotchirajeena jia watta 'a süpüla sükaliijüin na tepichi nnojoliikana atüjüin.","Bueno, mañana los voy a sentar en grupo para que ayuden a los niños que no se las saben."
"¿Ayonnajeesü paa'in jümaa Nuuri, jia pa eera  püyonnajeein amaa Jusepiina ?","¿Quieres bailar con Nuris, o quieres bailar con Josefina?"
¿Jaralü jaashajaa ka achiki yaa?,¿De quién hablan ustedes?
malaa,ser tonto
Aishaanasü nüpüla tü nu ’wayuusekalü o ’tta müsüya tü nüchonniikalü.,El hombre quería muchísimo a su mujer y a sus hijos.
Siki,leña
"Jüchikijee tia, jü ’la’alüin jüpüshi  uujotkolu  jietkalü julu ’u wanee kasa.","Después de eso, la mujer cogió una parte de la chicha en un recipiente."
Anakaja’a to’unule eemüin Jusepiina [tachunta iwa nneerü ].,Es bueno que yo vaya a donde Josefina para pedirle dinero.
¿Nanta anainrü tepichikana tü wopu eepünaajanale paala naya?,¿Encontraron los niños el camino por donde antes habían llegado?
Teküinpu ’u majayüt kalü türa.,Esa muchacha es la encargada de mi comida.
"Piirakaa, anii  wanee polu oo’ulaka müsüya piamasü rüi.","Mira, aquí hay  un hacha y dos cuchillos."
Nüküjain  nümüin Luuka  tü nukuwa'ipakalü paala.,Le contó  a Lucas  lo que había ocurrido.
Cho'ujaasü taya'lajüin wanee si'ira.,Necesito comprar un cinturón
Awataajeechi,"Correré , correrá"
"Na pütünajutukana , nnojoleechi na kaalii jain pia - majüsü jietkalü nümüin.",Tus amigos  no te ayudarán - le decía la mujer.
Nia akanajaka atchinjirawaa kalü.,Es él el que  gana en la lucha
Antüshiija'a naya eemüin  laakalü  nnojoluiwa'aya ja'yuuin.,Ellos llegaron adonde estaba el jagüey  cuando todavía no había amanecido.
Apantajaashi chi ka’ruwaraikai [juulia ata’ünnaa jüpüla pulusiia ].,El ladrón salió corriendo para no ser atrapado por la policía.
Jalairü püsa aja,Ven a buscarlo
¿Jama pi 'rüin Josefina?,¿Haz visto a Josefina?
"Jieyuu sümaa toloyuu wanawaainjatü nakua'ipa; tüü wayuu jietka nojolüinjatü akatatnüin sü'ulia tüü akua'ipaka otta müsuya tüü shikiipu'uka alu'uwatawaa sükalijashanainjatü tüü wayuu jiettakaa shia'in shikiin tüü wapüshikalirua. lpuotpa shia müsuya jemeymnpa, tüü shikiipu'uka alu'uwatawaa sükalijashanainjatü ma'aka mayatainre shia ma'aka makanajüinre shia neerü asülüjünüinjatü shiküin.","La mujer y el hombre tienen iguales derechos y oportunidades. La mujer no podrá ser sometida a ninguna clase de discriminación. Durante el embarazo y después del parto gozará de especial asistencia y protección del Estado, y recibirá de éste subsidio alimentario si entonces estuviere desempleada o desamparada."
¿Ekirajaashii  jia?,¿Ustedes  estudian?
Aishaanasü nüpüla tü nu'wayuusekalü oo’ulak a müsüya tü nüchonniikalü.,El hombre quería muchísimo a su mujer y a sus hijos.
"Tayakaa, talatüsü taya süka jemetüin jümüin","Yo, me alegro que les haya gustado."
¿Kasapülajatü tü püsakirakaa anain?,¿Y esa encuesta de qué se trata?
Eje'ena poloo shikii alijuna sülu'u tüü Senaalo münaka ayutnajana sülu'u mmaka süpüshüa. Eje'ena piamashi wayuu no'ummain ayulu 'ushi ma'aka nayakana. Naa nekiipüjanainjanaka wayuu sülu'umüin Senaaloka acheküshi laulayuuin palajana naaka napüshi süpula sa'apünüin namüin kalalo'uta nalatia sütuma tüü napüshi nayatakalü ama jee müsuya sütuma tüü alijuna ayataka.,El Senado de la República estará integrado por cien miembros elegidos en circunscripción nacional. Habrá un número adicional de dos senadores elegidos en circunscripción nacional especial por comunidades indígenas.
Warai müshi wayuukai jainküinpünaa tü a'ttieekalü [jii'iree ni'rüin ou'uichikananii ].,El hombre caminaba por entre el sembradío con el deseo de ver las huellas.
"Mapüsashii waya, eewasü we'ejena, anayawatshiije'e waya nutuma Ma'leiwa waintüinapain yaamüin.","Estamos cansados, el carro se varó, gracias a Dios ya estamos aquí."
Yüü maa'atshi nüpüyalu'u jüpüla tü jierü a ’ikajaapu ’ukolu niküin.,Permaneció solitaria la casa de él para la mujer que habitualmente le llevaba la comida.
"Jamayaa jia, D ariana tanülia tayakaa, wayuu Wo'uliyuu taya, süchon alijuna, cheje'ewalii na tapüshikana Mapa ꞌajiwu ꞌo, sü'ütpa'a Majayütpana.","Como están, mi nombre es Dariana, soy wayuu del clan Wo'uliyuu, hija de un alijuna, mi familia es de Mapajiwou, cerca de Majayutpana."
"Yüü'üyütüüi, püküja tamüin: “¿Jalashi pi'rapünaain Ma'leiwa yaa?”","Soledad, cuéntame: “¿Por donde viste de paso a Dios?”"
¿Jamüshi nu'una kalaka Luuka Maiko’umüin?,¿Por qué se fue Lucas a Maicao?
Aya ’lajünüsü areepakalü putuma,La arepa fue comprada por ti.
Waya,agua
"O’uneeshi taya Maiko’umüin pümaa, akaisa’a  masapia in taya.","Yo quiero ir a Maicao contigo, pero no tengo pasaje."
"Pülaa mayaashi antüin epeyüikai eemüin wayuukai, ashakatüshi, nünalaa o'uutajeechi.","Apenas llegó el epeyüi a donde el hombre, se bajó y le miró a la cara."
Aya'lajüinja tü taya pitchuushi nümüin ta'laüla.,"Empaca las en una bolsa, me las voy a llevar."
a. ¿Jaralü asaajüinjatükaa pümüin sikikaa?,¿Quién te va a buscar la leña?
Apünüinsü tü karalouta nüshajala Piipa waya’lajüinjatükalü süpüla wekirajaain.,Son tres los libros escritos por Pipo que debemos comprar para estudiar.
¿Kasa alata ka yayaa tachikiru’u?,¿Qué pasó aquí durante mi ausencia?
"Kekiisü tü jo 'uukoo sünain eikunakaa anain, pükaaliijeein sünain tü taapülaka, eesü motule saaꞌin.","La niña es aplicada en lo que aprende, ayúdala a estudiar las tablas, porque a veces se le olvidan."
Mojulaashi wayuukai chira,Ese hombre es malvado.
Ja'waliuu m üsüja'a naa'u wayuukai wopulu'u; atunkeeshi nia.,"Pues bien, le anocheció al hombre por el camino; deseaba dorm ir."
Antawai shii julu'u piamawalin naya.,Ellos llegaron de dos en dos.
Apünüinjeena na kaa’ula taapeenakana pümüin.,Serán tres los chivos que te daré a ti.
Sheeyülia majayünnüükoo sümaa sümücheirua aja ’itüinjana wüin eemüin  tü ishikalü .,Ya vendrán las señoritas con sus tinajas a buscar agua adonde está la casimba.
Jiisalaaiwa maalü süka antüinjanain watta'a sulu'u ekirajiapüleeka,Hoy se acuestan temprano porque mañana deben venir a la escuela
"Atunk eesü taa'in, mapüsashaanasü ma'in taya.","Quiero dormir, estoy muy cansada."
tü Ø o’unajatükalü Marakaayamüin,la Ø [que va para Maracaibo]
Kashi,calabaza
"Na pütünajutukana , nnojolee chi nakaaliijain pia - majüsü  jietkalü nümüin.",Tus amigos  no te ayudarán - le decía la mujer.
Anteena piamawaire na ekirajüliikana.,Los maestros llegarán de dos en dos.
apütüichipa,"ya he dejado, acabo de dejar"
Oꞌoojeena,Nos bañaremos
A'yataashicheje taya [kanneetseinjachi ka taya ].,"Yo no estoy trabajando, como para tener dinero."
"Wanaa jümaa aipiruain juya taya, te’rüin wanee ayaakuwaa anashaana sü ma’in.","Cuando yo tenía seis años, vi una imagen muy hermosa en un libro."
¿Kasairukui pia?,¿De cuál clan eres tú?
Iisho,Cardenal
"Jakütüirü a'ttiee kalü , kettaasü jüpüla a'tkutunaa","La cosecha está madura , está lista para ser recog ida."
"Antüsü wanee palajana, antüsü wanee mapan.","Llegó primero una, llegó otra después."
¿Arüleejüshii kaaꞌula na tooloyu ukana?,¿Los hombres de aquí pastorean chivos?
Ne’rüinjachi taya tachukuwa ’aya.,Ellos me van a ver de nuevo.
Üttajaa sü naa’ in jintüikai saalii tü naainjalakalüirua.,Se hartó  de pronto el muchacho  de las bromas de ellos.
"Iiwa, sükaliashaanakaa kaaliiwaa.","Primavera, tiempo del amar."
Talatüshi taya süka te'raajü in toumain; talatüshi taya aka wayuu in taya,Estoy contento porque conozco mi tierra; estoy contento por ser wayuu.
Aishaanasü nüpüla tü nu'wayuuseka lü o'tta  müsüya tü nüchonniikalü.,El hombre quería muchísimo a su mujer y a sus hijos.
"Jalaina yaamüin yaa tamaa, jee toulaajeenü jaya süpüla jaa'ayulujain süka sikikalü.","Vengan aquí conmigo, y los dejaré calentarse al fuego."
Nümakalaka jintüikai yaa: “¿Kasa püchajaaka achiki yayaa?”,Entonces dijo el niño: “¿Qué estás buscando aquí? ”
"Aa, sukorolo maachon.","Si, es de mi mamá."
¿Jarai chira yaa?,¿Quién es ése?
"Anakaja'a, teme'ejüi  Mapüsashantashii waya,  suwalaka a","Qué bueno que hayan llegado, están en su casa."
"Atamaasüirua nüchiirua, ma’aka nüshiitayaa le.","Si se iba a orinar, ellos se levantaban detrás de él."
Suupunaa,Debajo
¿Ke'ejenashi i jia?,¿Ustedes tienen transporte ?
achajaachonshi,busca alguito
Antüshii tepialu’umüin [ja’raishii wayuu mojulaajüs hii].,Llegaron a mi casa cinco hombres malvados.
Pülüꞌüjaiwa tamüin watta'a,Me lo llevas mañana
"Aa, nia chi'a","Sí, ese"
"Tüü mma kalaulajanaka. Kajütsü amünii süpüla. süchajain sükua'ipa kasa eekai cho'ujain sümüin anainjatka anainje. A'ka müin yaa anuu tüü anaka sünamJe. 1. Alu'uwaatashi, naa laulayuukana sülu'u süka tüü nakua'ipaka. 2. Na'inrüinjatü tüü e'itaanaka napüleeerua. 3. Sülu'ujainjatü na'in tüü kasa eekat sülu'u, otta sükotchinnüinjatüin süjütü tüü kasa ayu'unnaka süle'erujee. 4. Ashanüinjatü sünainje süpnetse mmaka süpushuaya.","Las entidades territoriales gozan de autonomía para la gestión de sus intereses, y dentro de los límites de la Constitución y la ley. En tal virtud tendrán los siguientes derechos: 1. gobernarse por autoridades propias. 2. Ejercer las competencias que les correspondan. 3. Administrar los recursos y establecer los tributos necesarios para el cumplimiento de sus funciones. 4. Participar en las rentas nacionales."
"Ø Nnojoru le kapüin putuma, o’uneechi eepünaale, machiki meerü  puulia.","Si tú no lo amarras, se irá por donde sea y se te puede perder."
Oulaausheechi taya saalii mojulaawaa.,Yo seré abandonado por ser malvado.
¿Atüjüshii aashaje 'eraa otta ashajaa na laü laayuukana ?,¿Los adultos saben leer y escribir ?
Anee chi pia maa'alüin aka tü pu'luwataakale yaajee  yaa.,Será mejor para ti si fuera como si te escaparas de aquí.
"Ajaa, mojusu cha'aya s üseñaatse Tiiko.","Aja, allá la señal de Tigo es mala."
"Püikala maa motsoꞋochon , yootüin jachi tayakai nüchiki puchonkai, taya ekiraj aka niaka i","Siéntate un ratico  voy a hablarte de  tu hijo, yo soy su profesor"
"Pülata Jamer, püküja iwa tü “Achuntakaa saa'u woummain”, süchikejee wei'rajüinjatü wapushuwa'aya tü shii'irainka wu ommainkaa.","Jamer pasa al frente, recita la oración patria y después todos cantemos el himno nacional."
Masüinsalü Noora tü saruweesa p üya’lajakalü .,Nora no se bebió la cerveza que compraste.
Matüjainsai jalaa yaa taya sümaa ta’wayuuse.,No suelo ir a ninguna parte con mi mujer.
"Paapireechi taya süpülapünaa shipiyu'ushijaain, taya'lajüinjatü kaa'ulakairua joolu'u aliika.","Me avisas antes que oscurezca, yo compro los chivos ahora en la tarde."
"Aa, tayaawatüin pia - müshija'a niakai jümüin  nu’wayuuse  paülü'üjee.","Sí, te reconozco - le dijo a su mujer  desde adentro."
"Tacheküin  tü kasutatk aa, anache ꞌechonsü.","Prefiero las blancas, son más bonitas."
Aseeshi taya uujolu .,Yo quiero beber chicha.
"Atunkeeshi taya, mapüsashaanashi ma’i taya.","Quiero dormir, estoy muy cansado."
"O’unushinka je taya pümaa, ma’aka kasapia le taya.","Me habría ido contigo, si hubiese tenido pasaje."
Iipuana te'irukukat,Mi clan es Iipuana.
Puchuwajaa siki ta ’lakajaaiwa piküin.,Prende candela para cocinarte tu comida.
