esp,nas
hacer entretenerse,cviisu'j-
freír,cviitj-
mandar hacer,cviitu'j
atacar,cvis-
azuzar,cvis-
provocar,cvis-
hacer cortar,cwaaca'j-
cansar,cwaaty i'j-
fatigar,cwaatyi'j-
causar pereza,cwa'lu'j-
desagradar,cwa'lu'j-
hacer tener pereza,cwa'lu'j-
lavar las manos,cweecháa-
causar hambre,"cwéeje'j-,"
endurecer,"cweeji'j-, cwe'lli'j-"
abanicar,cweejya'j-
aventar,cweejya'j-
abanico,cweejya'jni
hacer arrastrar,cweenzhi'j-
permitir oír,cwéese'j-
tambor,cwéeta
hacer caer,cweete'j-
cohete,cwéetes
alumbrar,cweetj-
iluminar,cweetj-
iluminación,cweetjnisa
mandar comprar,cweeyu'j-
brillar,"cwejne-, cweetj-, pu'i nene-"
zarza,cwendyimbu
calabazo,cwetand tuca
permitir hablar,cwe'we'j-
helecho,cwé'yá
hacer correr,cwuwu'j-
"suyo, suya",cyáa jíi tyáa jíi
"aquél, aquélla","cyáa, tyáa"
él,"cyáa, tyáa"
ella,"cyáa, tyáa"
"ese, esa","cyáa, tyáa"
hacer cargar,cyaacje'j-
rodear,cyaandu-
hacer arrear,cyaatsqui'pu'j-
"suyos, suyas","cyáawe'sh jíi , tyáawe'sh jíi"
decir,"cyá'ji-, tyá'ji-"
enredar v.t),cya'ndu'j-
hacer cubrir,cya'patje'j-
hacer tropezar,"cy'chavi'j-, caayu'spétje'j-, cyu'spétje'j-"
maldecir,cysew-
maldición,cysew we'weni
"mentar, mencionar",cysus-
basura,cytá'
hacer basura,cytá'ja'j-
guitarra,cytala
músico,cytala tucasa
cuerda de guitarra,cytala wes
rodear,cytandy-
polvo,cytá'tujnd
ahí,"cyte, cysu"
"allá, allí","cyte, cysu"
hasta allí,cytee pa'j
unido,cyteerraj
apretar,cytemúu-
cumplir,cytey yuu-
arco iris,cytúus
permitir hacer,cyú'ju'j-
en vano,cyul
"vano, en vano",cyul
no en vano,cyulmée
hacer parar,cyuuju'j-
encerrar,cyuupj-
hacer atajar,cyuupu'j-
causar tristeza,cyúusu'j-
entristecer,cyúusu'j-
causar sed,cyú'wé'j-
indígena andaquí,daaquí
Andaquí,daaquí
acariciar,"da'cj-, súcja'cja-"
menear,davy-
revolver,davy-
cama,deeni atú
estar acostado,deeni ús-
estar dormido,deeni ús-
dormido,"deeni, deeni úsa'"
cobija,"deepa'chni, plliisatu"
bostezar,deeway-
tener sueño,deewéje-
acostarse,dej-
dormir,dej-
trasnochar,"dejmée pe'te-, deepang-"
dormilón,denzh
pagar,dewe-
entregar,ducj-
pesado,duj
ponerse pesado,dujáa-
panela,dulse
aprisa,dund
prisa,dund
pronto,dund
tarabita,"dund yaj, tund yaj"
"a prisa, de prisa",dund yuj
rápidamente,"dundtey, dundte"
parir,duu-
poner huevos,duu-
nido,duu yat
ponedora,duusá
cabello,dycjas
pelo,dycjas
pelón,dycjas much
cabello rizado,dycjas shú'sh
cabecera,dyictjé ju'ngu
calvo,dyictjé súpy
cabeza,"dyictjé, jycuet, tsúcj"
caspa,dyicy
hondo,"dyii, jyu'j"
antemano,dyiicjéy
debajo,"dyiiga, tashga"
adentro,"dyiite, dyiiga"
interno,dyiitewe'sh
camino,dyi'j
vía,dyi'j
orilla,dyi'j putste
viajar,dyi'j u'j-
practicar brujería,dyij yuu-
brujería,dyij yuuni
hechicería,dyij yuuní
hechicero,dyij yuusá
brujo,"dyij yuusá, mestlu, tjé'j"
ciertamente,"dyij, yuj"
activo,"dyijca, catyj"
casi,dyíji
afeitar,dyindy-
rasurar,dyindy-
cara,dyi'p
rostro,dyi'p
enfrente,"dyi'pte, dyi'puwe'sh"
ante,"dyi'pte, tashte"
hueso,dyi'tj
Dios,Dyus
orar,Dyus yacj puuty we'we-
Palabra de Dios,Dyus yuwe
creyente,Dyusa's yaacysa
madrina,"dyuus mama, neenjí'j"
padrino,"dyuus tata, neeney"
iglesia,dyuus yat
fuera de,"eca, ecaj"
afuera,"eca, ecate"
extranjero,"ecajuwe'sh, vite quiwejuwe'sh"
demonio,ech
endemoniado,"ech iiyanuinisa, ech luucu vitnisa"
viudo,ech pijts
viuda,ech u'y
fiera,"ech, yu'cj ech"
fregado,echech
perico plomo,echtel
diablo,echtjé'j
luciérnaga,"echtséy, cupjy, cupjipy"
leña,e'cy
sangre,ee
mal agüero,ée cjúch
coágulo,"ee cuet, ee lul"
escarcha,ée cytá'
vena,"ee watse, ee wetse"
temprano en la noche,éeíi cus
temprano,"éeíi, cusíi"
diario,een i sa
cada día,een isa
atento,eena'
despejado,eena'
luz,eena'
en la luz,eena'te
mediodía,éepyáj
hemorragia,"eeswee, cacue yu'"
arriba,"éete, éesu, tjacue"
estrella fugaz,éewee
colmillo,efy
sementera,ej
pasar,"ejéw-, iicjéw-, jycjéw-"
corriente,"ejme, ejmejme"
temblor,"ejnd u'jni- , quiwe éseni"
verano,"ejnz, enz en, sec en"
cucharón,ejwa
peña,ejy
derrumbarse,"ejy saapajcy-, ejy upe-"
derrumbe,ejy u'cj
arbusto,éjyá
rama,éjya cu'ta
hoja,éjyá ets
trapiche,"el apichi, tlaapichi"
cosquillas,ele
día,en
tiempo,en
llegar la hora,en áj-
hacer buen tiempo,en ewuu-
componerse,en ewúu-
tener tiempo,"en ji'pj-, tundu-"
flotar,enda-
dos,e'nz
de dos en dos,e'nz e'nz
dos veces,e'nz us
aguado,"enzh, shul'"
ambos,e'nzíi
segundo,e'nztewe'sh
rastrojo,"epsa, scuutyj dyi'tj ej"
piojo,és
frailejón,"és ets, we'pe és"
liendre,és zits
detrás,e'scjé
derrotar,e'scjé nvijt-
rechazar,e'scjé nvijt-
moverse,"ése-, ése'se-"
liviano,"ése, dujmée"
aligerar,ésee-
ponerse liviano,ésee-
quieto,ésemée
paralítico,éseya' ájasamée
hipo,e'sh
coca,ésh
campo de coca,ésh ej
mascar coca,"ésh pe'tse-, ésh ú'we-"
mambear,"ésh u'we-, ésh wa'cy-, ésh pe'tse-"
oso,e'shavy
tener hipo,e'shi'j-
tosferina,e'shwee
seguir ,"e'ste u'j-, e'ste yuj-"
siguiente,e'stewe'sh
menor,"e'stewe'sh, nuuch, nuuchsa"
después,e'su
atrás,"e'su, e'ste"
hoja,ets
hoja,ets
papel,ets
"colibrí, esmeralda","e'ts, e'tscué"
chupaflor,e'tscué
esmeralda,e'tscué
frío,etse
hacer frío,etse yuu-
apuntar,etste ásh-
asentar partida,etste caashi’j-
pasar lista,etste pa'ya-
bien,ew
obediente,ew nwéese'jsa
venir,ew pa'j-
hacer bien,ew yúu-
bueno,"ew, ewsa"
hola,"ewcha, ewchacue"
mal,ewmée
levantar mala fama,"ewmée tutje-, canzh tutje-"
malicia,ewmée yaacyni
hacer mal,ewmée yúu-
pecar,"ewmée yuu-, pcalte wete-"
acusar,ewmée yuwe ús-
mal,ewmeesa
malo,"ewmeesa, canzh"
ser condenado,ewmeete neeyúu-
condenar,ewmeete nvijt-
aprobar,"ewna jí-, ewa' j í-"
fino,ewsa
quedar libre,ewte neeyuu-
salvarse,ewte neeyúu-
ser salvo,ewte neeyúu-
librar,ewte nvijt-
componerse,ewúu-
apagar,fichja-
moteado,fi'cue
día festivo,fiesta en
celebrar fiesta,"fiesta vit-, fiesta'j-, caascjéu'j-, yu'scjéw-"
silbar,"fi'fy-, fyu'fy-, fyu'fyu'ju-"
marchitar,fíi-
aparte,"fii, fiite"
poner sombrero,fíic-
quitar sombrero,fíicunde-
al revés,"fiiju , ca'tu tupyrra"
ahorrar,"fiina, finfiina-"
enfriar,fiinze'j-
escribir,fi'j-
rayado,"fi'j, pend, peendu'jni"
escrito,fi'jni
perdiz,fi'l
descoyuntar,"fillunde-, fillute-"
cana,fime
disolver,find-
coyuntura,findy
frío,finze
tierra fría,finze quiwe
hacer fresco,finze yuu-
atardecer,"fi'nze-, cus-"
tarde,"fi'nze, cusni"
vivir,"fi'nze-, ya'fi'nze-, ítyí fi'nze"
enfriar,finzée-
por la tarde,"fi'nzetste, cusutste"
guacharaca,finzh
pavo del monte,"finzh cjúch, finzh wala"
codo,finzha
escribiente,fi'pju'chsa
mosca,"físh, fynej"
nudillo,fitscu'ng
espesarse,fitse-
"cuí, conejillo de Indias",fitsj
despertar,fíty-
semilla,fiw
recoger,"fiwúu-, pcjacj-"
diferente,fiy
distinto,fiy
extraño,fiy
hablar distinto,fiy we'we-
pensar mal,"fiy yajcy-, ewmée yajcy-"
cambiar de aspecto,fiy yuu-
portarse mal,fiy yúu-
adelantarse(v.r),fiyajts-
estar desalentado,fiycáj-
sentir extraño,fiycáj-
extrañarse,"fiyuu-, fiyu'yu-"
descoyuntar,flndy pang-
desenfrenar,frenu's pajnde-
deshojar,fycaach-
amero,fycach
lechero,fychacha
enjuagar,fyneecu'c-
saliva,fyne'sh
sitio abandonado,fynu
rogar,fytjaa we'we-
padecer,"fytjaa yuu-, pa'ga yuu-"
garrote,fytú
madera,fytú
palo,fytú
rama,fytú cu'ta
carpintero,fytú ú'tssa
árbol,"fytú, fytúu tash"
bodoquera,fytúpatj
comején,"fytúu chica, fytúu wes, fytúu ú'sa"
corteza,fytúu cja'ty
corteza de árbol,fytúu cja'ty
hoja,fytúu ets
astilla,fytúu pe'la
bordón,fytúu vica
raíz de árbol,fytúu watse
savia,fytúu yu'
cerbatana,fytúupatj
ala,"fyu cu'ta, jyu cu'ta"
volar,fyuj-
clavar,fyuts-
desclavar,"fyutstende-, fyutsunde-"
desarmar,fyutsunde-
desarmar,fyutsute-
golpe,icani
matar,icj-
charco,ícj
llegar de un viaje,ícj-
tener visiones,í'cj-
inundar,ícj uta-
"lago, laguna",ícj wala
mar,ícj wala
océano,ícj wala
visiones,í'cjwe'sh
suya,i'cue jíi
tuya,"i'cue jíi, ijcha jíi"
ustedes,i'cue'sh
regañar,ícy-
regaño,ícy we'weni
reprender,"ícy-, ícywe'we-"
censurar,ícywe'we-
aglomerarse,iica'cana us-
hacer estanque,íicja'j
demorar,"iiéepyaj-, yéepyáj-"
usado,iijyúnisa
usar,"iijyúu-, cseelpi'j-"
sumamente,iiméj
inmenso,iiméj wala
casarse,iimi'-
cerrar la boca,iimujcue-
defenderse,iindeewe-
callo,iindeweni
suyo,iindy jíi
tuyo,iindy jíi
tu,"iindy, i'cue, icha"
confrontar,iindyi'pu-
hacerse responsable por otro,iipe'j
responsabilizarse,iipe'j-
hacer sombra,iipshú'j-
enemistarse,iipuii yuu-
celos,iipyáani
tener celos,"iipyáj-, piipyáj-"
poner falda,íis-
cada,iisa
marca,iisawa'jni
mostrenco,iisawa'jnimée
viejo,"íish, íishcué"
envejecerse,"íishi-, tjé'je-"
vejez,"íishweete, penzhweete"
prematuro,"iitee, iitey"
maduro,"íits, tjé'j"
cocer,íitse'j-
cocido,íitse'jni
cocinera,"íitse'jsa, csinela"
madurar,íitsúu-
cortarse,iiwajca-
dejarse coger,iiwe-
moler finito,"iiwees-, iiweesu's-"
orgulloso,iiwejch
jactarse,iiwejch we'we-
orgullo,"iiwejch we'weni, iiwejch yaacyni"
enorgullecerse,iiwejch yajcy-
sentir orgulloso,iiwejch yajcy-
ser amado,iiwejndy-
arraigar,iiwejtse-
casarse,iiyuu-
junto,ij
cohabitar,ij fi'nze-
convivir,ij fi'nze-
disparar,íjpa-
hilo,ilu
ensartar,ilu watsu-
estiércol,ime
excremento,ime
para ti,"indy jíi, i'cue jíi,"
usted,"indy, i'cue"
tú,"indy, i'cue, ijcha"
contigo,"indy, yacj, i'cue, yacj"
sin motivo,"í'née, í'nrráa"
infierno,infiernu
inyectar,inyección qui'p-
corroído,inzú'ni
oxidado,"inzu'ni, baytu'cni"
cargar,ípjy-
candela,ipy
fuego,ipy
fogón,ipy ca't
llama,ipy cleechi
tulpa,ipy cuet
ascua,ipy ñiñ
rojizo,ipy ñiñ
antorcha,ipy pqui'tani
prender,"ipy quityáa-, ñiñi-"
tizón,ipy tyjic
crudo,íqui
vestirse,is-
cierto,isa
verdad,isa
contar,isa-
ensayar,isa-
medir,isa-
pesar,isa-
probar,isa-
romana,isani
mentir,ishíi-
engañar,"íshíi-, cjalma tyaj-"
verdaderamente,íshiimée
chlsmear,íshiina nuywe'we-
mentira,íshiini
mentiroso,íshiisa
honda,i'sutj
nariz,íts
cocer,íts-
fosa nasal,íts cafy
hemorragia nasal,íts yachni
vivo,ítyí
vida,"ítyí fi'nzeni, ítyí fi'nzewa'j, fi'nzeni , fi'nzewa'j"
estar despierto,ítyí ús-
viviente,"ítyísa, fi'nzesa"
perder,iviit-
pene,"iw, chull"
escapar,iyu-
huir ,"iyu-, úpj-"
estregar,ja'll-
arisco,jamby
esquivo,jamby
esquivar,jamby-
igual,"ja'nda, fiymée"
desigual,ja'ndamée
juntamente,ja'ndarraj
muy,jande
atrancar,jatj-
carrizo,jaw
chorrlzo,jemb
"izquierdo, a",jemb-
a la izquierda,"jembte, jembu"
mano izquierda,jembu cuse
zurdo,jembu cuseju
paladar,je'ng
yerba,jép
sollozar,jetu'tu-
decir,ji-
conocer,jii-
pertenecer,jíi
enterarse,jii neeyúu-
redimir,jíi vit-
saber,"jii-, jiyu-"
ignorante,jiimeesa
descendente,ji'j
linaje,ji'j
raza,ji'j
para,jíl
caballo,jimba
tábano,jimba apj
cuartilla,jimba chinda péty
danta,jimba cjúch
crin,jimba dycjas
camino de herradura,jimba dyi'j
anca,jimba ji'mbe
"potra, potranca",jimba luuch
"potro, potranco",jimba luuch
relinchar,jimba pembée-
yegua,jimba u'y
casco,jimba vyllili
muslo,ji'mbe
poseer,ji'pi-
tener,ji'pj-
rico,ji'pjsa
enriquecerse,ji'pjsa yuu-
contener,ji'pju-
bienes,ji'pjuni
comprender,jiyu-
entender,jiyu-
reconocer,jiyu-
desconocido,jiyunimeesa
conocido,jiyunisa
con,-ju
"de, desde","-ju,-u,-uj"
jueves,jueves
horno,julnu
año pasado,jú'na aañu
anoche,jú'na cus
antenoche,jú'na cuscjé
semana pasada,"jú'na qui'su, ú'na qui'su"
ayer,"jú'na, ú'na"
a favor de,ju'ngu
apoyar,ju'ngu we'we-
hablar a favor,ju'ngu we'we-
favorecer,ju'ngu yuu-
partidario,ju'ngusa
jurar,juraí-
severamente,juuna'
violento,juuna'
forzar,juuna' yuu-
tratar con severidad,juuna' yuu-
temible,juuna'sa
más,jwee
más y más,jweeíirráa
asomar,jweelu-
agüinche,jwéenzh
biznieta,jweete ntsun
biznieto,jweete ntsun
acabar,jya'j-
terminar,"jyá'j-, ptsuu-"
vaciar,jyamb-
parálisis,jyandu wee
redondear,jyandu'j-
paralizar,jyandúu-
tocar,"jya'ndy-, jya'ndyi'ndy-"
palpar,"jya'ndy-, jya'ndyi'ndyi-"
vaciar,jyásh-
guardar,jyaw-
vaciar,jyaw-
autorizar,jycaaj-
ordenar,jycaaj-
gobernante,jycaajsa
mandatario,jycaajsa
orden,jycaani
día feriado,jycaase en
ponerse(v.t),jycajts-
quitarse,jycatsunde-
limpiar mugre,jychanzha-
desechar una acusación,"jycja'ctende-, jycja'cunde-"
librarse,"jycja'ctende-, jycja'cunde-"
tragar,jycjée-
limpiarse,jycjúucj-
cráneo,jycuet dyi'tj
dejarse quitar,jycuusa'j-
hacerse tarde,jycuusu-
desenfundar,jycuutyi'j-
dar a luz,jycuutyl'j-
descuido,jypa’yacynimée
aceptar,jypa'ga-
acoger,jypa'ga-
recibir,jypa'ga-
fracturar,jypang-
cuidado,jypa'yacy
descuidado,jypa'yajcymée
poner sobre el hombro,jypeecypacy-
criar,jype'j-
cortarse,jypejcue-
entenado,jype'jnisa
hundirse,jypendáa-
bañarse,jypéw-
apuntar,jypey-
enganchar,jypujts-
equivocarse,jypumba-
acertadamente,"jypumbamée, shiingmée"
equivocación,jypumbani
oler,jyputá-
coger rastro,"jyputa, jyputa'ta-"
blusa de lana,jypuuts atyj
sacudirse,jysaacuecue-
esconderse,jysúutj-
dar vuelta alrededor de,jytandy-
adivinar(v.t),jyta'ñi-
adivino,jyta'ñisa
atrasarse,jytéeyúu-
desasíado,jytjaacue
desear,"jytjaas-, wéje-"
voluntad,jytjáasni
demorar,"jytjéeyuu-, tyachi-"
ahorcarse,"jytjuuc-, ya'cy-"
atragantarse,"jytu'cj-, putu-"
"estar encarcelado, detenido",jytujnd-
famoso,jytujte
ceñir,jytund-
cintura,jytund yaj
cinturón,jytundnisa
acortarse,"jytuw-, tuwúu-"
compartir,jytyunde-
repartir,"jytyunde-, jytyundende-"
traer,"jyú-, jyúna pa'j-, pe'jna pa'j-"
todo,jyuca
del todo,jyucate
todos,jyucaysa
nudo,jyúcj
amarrar nudo,jyúcj-
desatar nudo,jyúcjwende-
rodilla,jyúcuet
largo,jyu'j
lejos,jyu'j
rumbo lejano,jyu'j dyi'j
tierra lejana,jyu'j quiwe
de tierra lejana,jyu'j quiwejuwe'sh
alargarse,jyu'ja-
crecer,jyu'ja-
breve,jyu'jmeecue
lejano,jyu'juwe'sh
liso,jyu'nde
"bola, forma de",jyú'nzh
carirredondo,jyú'nzhcué
salvia,jyutcjamb
maleza,jyútj
yerbatero,jyútj vissa
hierba,"jyutj, jyútj"
estirarse,jyzuunz-
palma,lamus
sombrero de palma,lamus chwa'
guatín,"lanzh, ñu'py le'chcue"
flojo,"lash, lacy, zuuna'mée"
aflojar,"lashi- , lajcy-, nuylajcy-"
durazno,lashnu
lazo,lasu
alisar,"lavi'j-, plavi'j-"
liso,lavy
ponerse liso,lavy-
resbaloso,"lavy, sha'tyj"
lagartija,"lawéch, quiwellill"
chico,"le'ch, le'chcue"
pequeño,"le'ch, le'chcué"
leche,lechi
mermar,"le'chi-, tuwúu-"
encogerse,"le'chi-, úpj-, fiita-"
hacer cosquillas,"lechíi-, quele'j-, cleechi'j-"
cuajar,lechi's cweeji'j-
leer,léeí-
analfabeto,léeya' jiimeesa
mojado,"le'le, tyity, túupja'ñi"
ponerse amarillo,"lem yuu- , lemúu- shquiicy yuu-"
amarillo,"lem, lemtjé'j, shquiicy"
anaranjado,lemlem bej
cojo,leng
cojear,lengu-
colgante,lepja
libra,libra
libro,libru
rezar,lisáa-
rezandero,"lisasá, llisasá"
naranja,llima
naranjal,llima ej
limón,llimún
lindero,lllnderu
limosna,lmushnu
alguacil,"luasil, nuasel"
cloquear,lucjlucj jí-
moler,lu'l-
lunes,luñis
blando,lupe
ablandarse,lupe-
collareja,lu'sumb
hamaca,luuch deeñi wej
infanticida,luuch icjsa
criatura,luuch le'chcue
muchacho,"luuch pijts, pitscué, cué"
muchacha,"luuch u'y, wesacué, wasacué"
niño,"luuch, luuch pijts, luuchcué"
niña,"luuch, luuch u'y, wasacué"
niñez,luuchíi
loco,luucu
enloquecer,luucu vit-
enloquecerse,luucu yuu-
ablandar,"luupe'j-, nuylupe-"
arroz,luus
"cual, ¿cuál?",maa
ninguno,maa yujva
alguien,"maa, maava"
de donde,maajú
"cualquier, cualquiera",maava
o...o,ma'c yuu...ma'c yuu
"cuanto, ¿cuánto?",macjue
"cuanto, ¿cuánto?",macue
martes,maltyis
mamá,mama
bisabuela,mama lula
abuela,"mama wala, mama lula, neepenzh"
manga,manga
potrero,manga
"cuanto, ¿cuánto?","manz, manzcué"
"unos cuantos, pocos","manzcuée, manz manz, nanzcué"
amasar,masaí-
mazo,masu
comoquiera,ma'wéva
manteca,mdeegá
hígado,me'cy
pulmón,"me'cy shú, me'cy shwawa"
estar ausente,mee-
no,mee-
cucarachero,meechica
higuillo,meeme
favor de…,"meen..., nuu..."
por favor,"meen..., nuu..."
"o, ó","meerra', meerrava"
lomo de machete,meetjacue
intestlno,meetu'j
tripa,meetu'j
gallinazo,méewéjy
viejo,mell
mellizo,mellisu
canción,mem
cantar,mem-
torcer,me'm-
cancionero,mem ets
hijo,men
cola,menz
fingir ser partidario de,menzu-
andar atrás de,menzú-
avispa,"menzucue, shita, ánwése"
mercado,mercau
hongo,meshish
hacer brujerías,mestláa-
cilantro,me'sucue
mico,micu
mono,micu
miel,mil
molino,milinu
gato,mish
gato montés,mish jamby
maullar,mish pembée-
alfarero,mituj umsá
olla,mityj
fabricar vasijas de barro,mityj um-
fondo de la olla,mityj yuc
trabajar,mjíi-
campo,mjíi ej
finca,mjíi ej
días hábiles,mjíi en
trabajo,"mjíi, mjíini"
obrero,mjíisa
trabajador,mjíisa
por qué?,"mjíte, mjíya, quíj yuupa'ga"
jigra tejida con agujas grandes,molta ya'ja
por donde,msuu
"adonde, ¿adonde?","mtee, mcaa, mdyi i, msuu"
"donde, adonde, ¿dónde?, ¿adonde?","mtee, mgaa"
dondequiera,"mteeva, mtee mteeva"
cortado,much
mocho,much
pantalones de liencillo,much
ensordecer,much yuu-
guadua,mujm
tarro de guadua,mum tuca
guadual,mum yu'cj
menudo,mush
huarango,mushclé
lulo,mutcue
"montón, montículo",muts
formar chupo,mutsu-
mote,mutyi
desmenuzar,muuse'j-
dar cambio,muushi'j-
hacinar,muutsu'j-
amontonar,"muutsu'j-, cluuvi'j-"
guambiano,muuwe'sh
indígena guambiano,muuwe'sh
mudarse,muvijty-
a,"-na,-n"
"este, esta, esto",naa
porque,"naa pa'ga, tyáa pa'ga, cyáa pa'ga"
sin embargo,naasá
amigo,namicu
ser amigos,namicu yuu-
tener amistad,namicu yuu-
dueño,namu
gente,nasa
indígena páez,nasa
páez,nasa
persona,nasa
hacer concebir,nasa cji'pju'j-
vereda,nasa dyi'j
asesino,nasa icjsa
homicida,nasa icjsa
todo el mundo,nasa iisa
"estar embarazada, encinta",nasa ji'pj-
concebir,nasa ji'pj neeyúu-
encinta,nasa ji'pja'
embarazada,nasa ji'pjsa
cada persona,nasa lisa
desierto,nasa u'pnimée quiwe
gente,nasa we'wesa
persona que habla páez,nasa we'wesa
idioma páez,nasa yuwe
páez,nasa yuwe
parto,nasate átsá'a-
pero,"nava, napa"
"como, ¿cómo?",na'wé
"como, lo mismo que",na'wé
parecer,na'wé tjeng-
ser semejante a,na'wé tjeng-
parecido,"na'wé, na'wéy"
así,"na'wé, tya'wé, cyá'wé"
hijo,nchi'c
hijastro,nchi'c npaasa
hijo mayor,nchi'c ntjé'jsa
hijo menor,nchi'c nuuchsa
nuera,ncuémiyú
consuegra,ncumale
consuegro,ncumbale
despojar,ncuusa'j-
sacar sin permiso,ncuutyi'j-
yerno,nduj
hermano,"ndyiy, ndyi'sh"
todavía,nee
hacer encargo,neecaj-
mayor,neej
traer,neejyúj-
ahijado,"neenchi'c, iicjalu"
apadrinar,neeney yuju-
ser padrino,neeney yuju-
ahijada,"neeniisa, iicjala"
ser madrina,neenjí'j yuju-
contagiar,neesu-niipeetje-
expulsar,neeuu-
ahuyentar,neeúu-
persuadir,neevisha-
encomendar,neewe'we-
encomienda,neewe'weni
quedar,neeyúu-
nombrar gobernador,ne'jue'sh qui'p-
gobernador,"ne'jue'sh, tutjensa"
sal,nenga
sanco,nenga cjash
terrón,nenga cuet
caldo,nenga yu'
salar,nenga'j-
permanente,nes
permanecer,nes yuu-
detener,newe-
retener,newe-
padre,ney
padrastro,ney npaasa
animal,niimal
perjudicar,niipeetje'j-
contagioso,niipeetjesa
hija,niisa
hijastra,niisa npaasa
hija mayor,niisa ntjé'jsa
hija menor,niisa nuuchsa
engordarse,niishíi-(ñishi-)
gordo,nish
pulpa,nish
entumirse,nish dej-
mandadero,nivychach
madre,njí'j
madrastra,njí'j npaasa
fin,nmej
día final,nmej ente
último,"nmej, nmejwe'sh"
al fin,nmejte
postrero,nmejtewe'sh
esposo(m),nmi'
marido,nmi'
soltera,"nmi' ji'pjmeesa, imi'meesa"
coger lo ajeno,npach-
trastear,npeefynicy-
herir con golpes,npejcue-
hermana,npe'sh
jefe,npiitstjé'j
persona que cohabita con otro,npi'qui
cuñado,ntsu'm
"nieto, nieta",ntsun
"cuñada o cuñado(m,f)",ntsu'wa
beber lo ajeno,ntundy-
tomar,"ntundy-, nuutundy-"
cuñada,ntyi'nsa
nueve,nueve
agredir,nui-
pegarse a,nuqui-
lluvia,nus
hacer llover,"nus caapa'ja'j-, nus jyamby-"
arreciar,nus chjáchja-
invierno,"nus en, nus pa'ja en"
llovizna,"nus muse, nus wajwa, nus cu'ch"
llover,"nus pa'j-, nus quíj-"
lloviznar,nus umbu'mbu-
hacer invierno,nusúu-
comer lo ajeno,nú'we-
líder,nuy i'nsa
hacer arder,nuybej-
traer,"nuycáj-, nuycúj-"
aliviar,nuycase-
sanar,nuycatyji-
fortalecer,nuychjáchja-
rebajar,nuycjéj-
permitir pasar el día,nuyfi'nze-
guiar,nuyi'j-
alargar,nuyjyu'ja-
achicar,nuyle'chi-
reducir,nuyle'chi-
traer,nuypa'j-
mantener,"nuype'j-, nuyfi'nze-"
hacer rendir más,nuypejna-
traer,nuypesa-
permitir amanecer,nuype'te-
permitir fermentar,nuypusu-
hacer florecer,nuyquite-
traer,"nuyséj-, nuyquíj-"
llevar,nuytandy-
ensanchar,"nuytape-, taape'j-"
subir,nuytejca-
criar,"nuytjé'j-, nuywala-"
acortar,nuytuw-
hacer mermar,nuyúuchi-
acabar con,nuyvitu-
agrandar,nuywala-
ampliar,nuywala-
endurecer,nuywejy-
criticar,nuywe'we-
dejar,nvijt-
hacer caso,nwéese'j-
obedecer,nwéese'j-
desobedecer,nwéese'jmée-
hacer caso omiso,nwéese'jmée-
tratarse como parientes,nwe'sh we'we-
pariente,"nwe'sh, pwe'sh"
amparar,nwe'we-
defender,nwe'we-
salvar,"nwe'we-, ewte nvijt-"
defensor,nwe'wesa
salvador,nwe'wesa
hermana,nyacj
hermano,nyacj
al principio,"nyafíi, nyafiitey"
antes,nyafíia'
anteriormente,nyafiitey
primogénito,"nyafyte luuch, ne'sh, ne'shtjé'j"
primero,"nyafyte, cjué'y, yatste"
primero,nyafytewe'sh
chuzar,nyája-
esposo,nyu
soltero,nyu ji'pjmeesa
suegro,"nyu neytjé'j, cajcatjé'j, ncaacatjé'j"
suegra,"nyu njí'j, ntsuuts"
novia,nyuu yuuwa'jsa
yucal,"ña ej, yá ej"
yuca,"ña, yá"
desdentado,ñaña
curuba,ñauñú
coral,ñavytu'c
tener 'sensaciones' en el cuerpo,ñeese-
germinar,ñiñ acj-
pepita,"ñiñ, ñiñcué"
sala,ñujne
dar fruto,ñun-
fruta,"ñun, ú'nisa"
zorro perro,ñunda alcu
pajonal,"ñunda, yunda"
aguja,"ñunz, yujnz"
agutí,ñu'py le'chcué
guagua,ñu'py wala
paca,ñu'py wala
padecer,ñus cnay-
diluvio,ñus pa'jni ícj
escampar,ñus píi-
condolerse,ñus pu'ch-
aguacero,ñus wala
tempestad,ñus wejya dyi'j
lamentar,ñus we'we-
sentir triste,ñus yajcy-
triste,"ñus, yús"
caña de azúcar,ñusha
dulce,ñusha
chicha de caña,ñusha beca
guarapo,ñusha beca
guarapo,ñusha beca pus
bagazo,ñusha cja'ty
moler caña,ñusha cu'nd-
cañaduzal,ñusha ej
miel de caña,ñusha mil
trapiche de mano,ñusha tel
endulzar,ñusha'j-
tristemente,"ñusñus, yúsyús"
agradable,ñuspa'
apetecible,ñuspa'
sabroso,ñuspa'
afligirse,ñusu-
duelo,ñusu en
tristeza,"ñusu en, ñuswa'ja'"
moco,ñuty
moquear,ñutyji-
palo del telar,ñuwe
ocho,ocho
hora,ora
negar,paaná-
posada,"paandee yat, pa'j yat"
huésped,paandeesa
hospedarse,paandej-
pernoctar,paandej-
pagar,paandewe-
panderé,paandlé
entregar,paanducj-
intervenir,paanwe'we-
consultar,paapéjy-
preguntar,paapéjy-
pregunta,paapéyni
aparar,paatj
poner,paatj-
cuidar de,paatjeng-
vigilar,paatjeng-
secretamente,paatste
ocultarse,paatsúu-
tomar,paatundy-
presentar queja,páatyjí'cj-
quejarse,páatyjí'cj-
participar en la molienda,paaú'cj-
