esp,nas
verter,squijw-
blandir,"vyajnd-, vyandu'ndu-"
descoyuntar,"fillunde-, fillute-"
idioma castellano,"wagás yuwe, llinu"
mamar,chu'c h-
trama,pacjé
frío,finze
domesticado,taqui'nisa
hacer basura,cytá'ja'j-
hacer vivir,"caafi'ze'j-, cfi'nze'j"
Gobernador del Resguardo,Musukwete nasasa ks'av' kiwete ne'hwe's'
ahora mismo,áchjíi
llevar terciado,pujnza-
estar dormido,deeni ús-
roble,pinzh
vena yugular,pétyj watse
extranjero,"ecajuwe'sh, vite quiwejuwe'sh"
abdomen,tuty letya
concuñado,pits pyacj
redondo,"tandy, jyand"
ser padrino,neeney yuju-
finca,mjíi ej
nido,duu yat
germinar,ñiñ acj-
mortal,uuwa'jsa
caer,wete-
mejorar,"catyji-, chjáchja-, case-"
pastor,piisháa tjengsa
pinto,shlala
rojizo,ipy ñiñ
sábado,sápatu
saludar,wecháa-
patimocho,chinda much
para,jíl
antiguedad dejada por los primeros mayores,hu'gthé' yacka thé'we's' nv'itn'i
perderse,vitu-
Artículo 7. El Estado reconoce y protege la diversidad étnica y cultural de la Nación colombiana.,"F'i'n'i pe'la 7. Naa Kulubyate Ec Ne'hwe's'a' maa nasapa úuskiwe'n'i f'iiy f'iiy hi'psa nasat'pa K'ana'wec'ac'a ha'data' híc'ak nwe'we', naa Kulubya kiwetewe's't'i."
mudo,we'weya' ájasamée
vello,cjas
causar dolor,"aca ús-, caaca'j-"
poner enjalma,cjalma tyaj-
cuñado,ntsu'm
sonrojarse,beecáj-
por favor,"meen..., nuu..."
poner inclinado,caanze'j-(queenze'j-)
dudar,cuj yajcy-
criticar,nuywe'we-
moler caña,ñusha cu'nd-
hermano mayor,yacjtjé'j
peor,tjacue
crucificar,cluuscjé fyuts-
repetidamente,peena
abandonado,waataani
"Nuestras creencias tradicionales, los saberes de nuestros antepasados y en general la manera de pensar y entender el mundo, nos enseñan que el hombre debe respetar la naturaleza por ser ella nuestra madre y fuente de vida. Ella no se puede comprar ni vender, porque la tierra es la raíz de nuestras culturas.","Kwe's' weh'a's yahk'c'a k'teyyuuna f'izen'i, yacka thé'we's naa kiweyakhpa puuk' k'teyyuuna f'i'zen'i kwe's't'i' ewkwe f'i'zeya' kask'aha'na úsa', isa' naa kiwe ít'i kaf'i'ze'hsa'naapa'kate kwe's' mamayuha'. K'a'sa' wayna ki' k'wayna f'izewa'mesa', kwe's'úskiwe'n'i' k'te iwehce' naapa'kate."
dar sabor,peetje-
gallo,atall pijts
a la izquierda,"jembte, jembu"
llamar,pa'ya-
este,sec cáani
"Artículo 24. Todo colombiano, con las limitaciones que establezca la ley, tiene derecho a circular libremente por el territorio nacional, a entrar y salir de él, y a permanecer y residenciarse en Colombia.","F'i'n'i pe'la 24. Kulubya kiwete' maa nasapa pekuhna fi'zewa' hi'pa' ki' kasehna, ki u'kana ; mte fi'zeya' yuhuwec'a'pa yuhuwa'. Mte kiwesupa Pekuhn'i's Ec Ne'hwe's'hu yuhsa yuweyu pt'ihdeme ha'dayu'."
último,"nmej, nmejwe'sh"
delgado,"tall, zunz, zunzcué"
muela del juicio,"tútsa, tsute wala"
atravesado,pesatj
ser indigno,ájmée yuu-
Intervenir,cpaawe'we-
rematar,peetsu'j-
recoger,pcjacj-
cruz,cluus
hacer sanar,caywétu'j
tambor,cwéeta
chamiza,tjuse
enrollar,and-
estornudar,a'tyji'j-
astilla,fytúu pe'la
panderé,paandlé
sentarse,"cach-, pish-"
dar hipo,que'shi'j-
calabacita,tjee
censurar,ícywe'we-
vuelta,ta'ngu
pegar,pecue-
corteza de árbol,fytúu cja'ty
territorio de mando del pueblo,c'hab ikah kiwe
desnudarse,súpy-
dar remedio,yu'tse'je-
metamorfosear,peecupy-
asustar,caáwashi'j-
chlspa,"pchí', ipy pchí'"
chupar,chanzha-
avergonzarse,tjame-
fleco,wése
monte,yu'cj
agradable,"wét, wétwét"
acordar,puuty we'we-
sal,nenga
comadre,cmale
terminar,caaptsu'j-
susunga,a'tsjanisa
aparecer,vyaa-
tempestad,ñus wejya dyi'j
tibio,"bajy, wajwa"
espantapájaros,cnaasa'
obsequiar,pees-
hacer envolver,caayapu'j-
madeja de lana,cjas pjapj
aterrizar,aviun cach-
despedazar,"pe'lande-, pe'ltende-"
cuidado,jypa'yacy
olvidar,pechcanu-
lastimarse,pang-
ganar,vyuu cnay-
rebosar,"uwu-, amby-"
gozar,wét u'ju-
estar sentado,cachrra u'p-
atrancar,jatj-
desenredar,cjlmb-
construir,tyaj-
dorado,vyuu bee
rasguñar,"pach-, pachi'chi-"
llover,"nus pa'j-, nus quíj-"
romperse,"upe-, upeepe-"
mediodía,éepyáj
externo,áacjé
repollo,tyjá'
escancel,shúwe'tj
huir ,"iyu-, úpj-"
disfrazar,taachin yuu-
nueve,nueve
naranjal,llima ej
encogido,spat-spate
agradable,ñuspa'
encima de,cajcuega
coatí,cátsa
pasado mañana,vite cuscuscjé
hacer sentir incapaz,caashingu'j
hacer derretir,caapquivi'j
medicina,yu'tse
hogar,peecy yat
hierba,"jyutj, jyútj"
volverse agua,"yu'a-, yu'wa-"
piel,cja'ty
persuadir,"tywe'we-, yu'cywe'we-"
tres veces,tecj us
hacer bien,ew yúu-
Artículo 10. El castellano es el idioma oficial de Colombia. Las lenguas y dialectos de los grupos étnicos son también oficiales en sus territorios. La enseñanza que se imparta en las comunidades con tradiciones lingiísticas propias será bilíngue.,F'i'n'i pe'la 10. Waas yuwe' Kulubyate nasa h'ukaysahi'. Napa nasa kiweka' kwe's' yuwe' k'a'weysaic'a'. Naa nasasa c'habsu' e'z yuewetey kapiya'wa'ha'.
hacer mirar,ctjengu'j
comprado,weyní
viajero,"u'jsa, u'jwa'jsa"
día festivo,fiesta en
sano,átsá'mée
llevar,"pe'jrra u'j-, jyúna u'j-"
hacer arrodillarse,caapéjyucue'j-
consuegra,ncumale
asustarse,úucj-
guerrillero,yu'cj nasa
designar,vitrra nvijt-
alegría,wecha yuja
en,"-te,-ca,-ga"
"Primeramente recordemos el pensamiento que tenían de la vida nuestros primeros mayores, como personas. Desde la antigiiedad nuestros antepasados tuvieron la vida bien organizada que ha servido para mantenernos como hermanos; a esta enseñanza es lo que los mayores llaman la ""palabra ejemplar"", lo que es la tradición de nuestra cultura. En el lenguaje actual esta tradición es la verdadera palabra mayor, la palabra luz y esta no cambia. Para vivir la vida en armonía basta recordar la tradición que nos aconseja esa palabra mayor y cumplirla. Ahora, vamos a recordar la forma en que surgió la presente Constitución que nos interesa a todos.","Sa' yacka thé' ma'we yahk'c'ata nasnasa f'i'zena úsu' k'a'skhwe' yaakika; hu'gthé'we's'a' maantey kiwehuyta f'i'zen'i's pyakhna'we úswa' v'itc'a ipe'hna úsu', naat'i's pta's'c'at' yacka thé' yu'k'pehna we'wen'i hí, úskiwe'n'itewe's' weh'a's. Ác'h yuwete wewewéteyu' naa úskiwe'n'ite weh'a isa kwe's' yuwe ne'hwe's'a', naa yuweyu' phu'se'na úswa' hi'pmesa'. Wétkwec'ac'a úswéc'a, naa hu'gthé'we's' nv'itn'i weh'ate yahk'c'a nasasa' ki' K'tey yuuna fi'zewa'c'aa', isa yuuteyu'."
"que, ¿qué?",quíj
defender,nwe'we-
ser madrina,neenjí'j yuju-
sombrero de hoja de caña,cjíij chwa'
acá,aysu
tupido,tjutj
rodilla,jyúcuet
mandar ayudar,caapu'chji'j-
bañarse,jypéw-
espalda,tsinz
meter,cupjat-
detenerse,ya'ctishi-
ladear,tupy-
hacer señas,quimbe'je'j-
acercarse,paautyáa-
"su, sus","tyáawe'sh, cyáawe'sh"
después,e'su
despacio,"tujnd, tujndtujnd"
suelo,quiwe
defensor,nwe'wesa
pólvora,"cjuuts, úpacjuuts"
Compañeros Indígenas:,Nasanwe's' :
marrano,cuchi
sortija,sultyjica
contentar,caywecha'j
marcar,sñal qui'p-
vaina de fríjol,us cja'ty
desgarrar,"shú'wende-, shú'tende-"
tuyo,iindy jíi
demonio,ech
hacer correr,cwuwu'j-
arrodillar,caapéjyucue’j-
hormiguero,cjá'ng yat
rato,tundte
hacer obedecer,caanwéese'je'j
hombro,"cu'ta, bap, bamba"
quinto,tajtstewe'sh
rasgar,"sunde-, sundende-"
tuya,"i'cue jíi, ijcha jíi"
ella,"cyáa, tyáa"
rápido,"tund, dund"
hacer montar a caballo,ca'ja'j
"otro, otra",vite
orgulloso,iiwejch
rancho,wa'
guardar,jyaw-
salvarse,ewte neeyúu-
zafarse,"patee-, atsjute-, jypajnde-, yaatsjunde-"
orden,jycaani
indicar,vijya-
malo,"ewmeesa, canzh"
"cuanto, ¿cuánto?",macue
condenar,ewmeete nvijt-
angosto,zunz
niña del ojo,yafy dyus
oreja,tjú'we
"Artículo 330.De conformidad con la Constitución y las leyes, los territorios indígenas estarán gobernados por consejos conformados y reglamentados según los usos y costumbres de sus comunidades y ejercerán las siguientes funciones: 1. Velar por la aplicación de las normas legales sobre usos del suelo y poblamiento de susterritorios. 2. Diseñar las políticas y planes y programas de desarrollo económicos y social dentro de su territorio, en armonía con el Plan Nacional de Desarrollo. 3. Promover las inversiones públicas en sus territorios y velar por su debida ejecución. 4. Percibir y distribuir sus recursos. 5. Velar por la preservación de los recursos naturales. 6. Coordinar los programas y proyectos promovidos por las diferentes comunidades en su territorio. 7. Colaborar con el mantenimiento del orden público dentro de su territorio de acuerdo con instrucciones y disposiciones del Gobierno Nacional. 8. Representar a los territorios ante el Gobierno Nacional y las demás entidades a las cuales se integren, y 9. Las que les señalen la Constitución y la ley. Parágrafo: La explotación de los recursos naturales, en los territorios indígenas se hará sin desmedro de la integridad cultural, social y económica de las comunidades indígenas. En las decisiones que se adopten respecto de dicha explotación, el Gobierno propiciará la participación de los representantes de las respectivas comunidades.","F'i'n'i pe'la 330. Nasasa ikah kiwet'i', Yuwe Dukhsapwe's' pkhakhec'a ikahpu'n thegut'na, mantey úskiwe'n'i ha'da, Yuwe Dukhsawe's'a Ec Ne'hwe's'hu yuhsa weh'a's k'tey yuuya' K'awe's'a' úus ki'pu hi'pta: 1. kiwe's ew ipe'hwa'has's k'tey kyu'hu'wa'su thegna ipe'he hi'pta', naa ús kiwesu yat tuthapc'ahtepa h'uka. 2. Nasa itháasn'ite yahk'c'a ma'we peeh'tepa ipeyna, ús kiwete h'ukaysa c'háchawa'te nuyi'wa'ha's c'hab walate uta ma'we nuymahiwa' ústepa K'tey kaha'da'na. 3. Ús kiwete v'ua's kihysu weh' pehin'isu kaskhewu'wa'ha's thegna. 4. V'u'a's ipa'kana ewtecekhyuc'a kahat'na naa ús kiwete'. 5. Kiwe's ew ipe'hna, khic'a kihyc'a úsna K'at'i ákhwe'y thegu hi'pta'. 6. Ús kiwete c'habisa kihy mahiwa' yaak'n'i hi'ptepa k'ati puuk' kaha'dana úsu hip'ta'. 7. Ús kiwete yuwe suwekamen ewcehk uswa'te nuyi'n, c'hab walate npicthé'we's' kihy yuwe k'hwetetepa pu'c'hi hi'pta'. 8. Ús kiwe pa'kate Yuwe Duckhsa' tuuthe'wa' kasehtepa c'hab walate npicthé'we's' tas'te kasehna, maa ikah kiwe nwe's' di'psupa huthe hi'pta'. 9. Ec Ne'hwe's'hu yuhsa yuwe kihy pa'hactepa ih tehiyu Yuwe Dukhsa'. KU'TA: Kiwe n'is't'i k'awe nasa ks'av' kiwesu kuki'ya'pc'a' nasasa úskiwe'n'i's huuna suwme, nasa wala hi'pun'it'i suwme tekuki'. C'hab walate npicthé'we's'a' nasa walayakh ya'c'kkadewa' hi'p nasasatewe's Yuwe Dukhsat'i ih thegwa' hi'p tekmahi'."
colmillo,efy
trueno,cpi'sh
salar,nenga'j-
tumba,pendani
callar,shuuna' vit-
cortar,"waca-, twajca-, wacaaca-, twaaca'ca-"
bayo cariblanco,payu pjeelu
alcanzar,"aja-, sumba-"
padrino,"dyuus tata, neeney"
hasta mañana,cuscaypcach
noche,cus
ansia,cpunga'j wéeni
forzar,juuna' yuu-
coca,ésh
resultar,case'j-
mandatario(s) del territorio del pueblo grande,C'hab wala kiwete npicthé'
arrojar,pujmb-
miel de caña,ñusha mil
empobrecerse,puuple yuu-
cafeto,twaatsec
soltero,nyu ji'pjmeesa
viejo,"íish, íishcué"
abollar,cuétya-
capar,cpuunu'j-
ayuno,yúunani
consolarse,"quishi-, puuty ya'cviisha'j"
muchacha,"luuch u'y, wesacué, wasacué"
piola,wes
jadear,úuse'se-
fríjol cacha,"us tsep, us tapia"
cielo,"cielu, ée tséy"
cubrir,anz-
RESGUARDO INDÍGENA DE MOSOCO,MUSUKWETE TUTHENSA NE'HWE'S' WE'WEN'I
meter debajo de,yu'ásh-
hacer tener,cji'pju'j
asaltar,áapj-
resplandor,zmeena'
derrotar,e'scjé nvijt-
"ocupado, estar ocupado","tjéyte ús-, tjéyte ú'p-"
ratón,"ujnza, ulu'j"
espiga,"viits, spiiga"
sacar sin permiso,ncuutyi'j-
sangre,ee
carpintero,fytú ú'tssa
limpio,"ate, tsejc"
sufrir castigo,castigo cnay-
infanticida,luuch icjsa
chivo,capia
sembrar,"ujua-, uja'ja-"
retener,newe-
maduro,"íits, tjé'j"
anoche,jú'na cus
subida,pucy
anzuelo,wendy ñujnz
cura,"pal, amo"
acabar,jya'j-
mambear,"ésh u'we-, ésh wa'cy-, ésh pe'tse-"
obscuro,"shi'ndy, chji'ndy"
caudal,yu'cháchá
gemir,"túchj-, túchji'chji-"
sin motivo,"í'née, í'nrráa"
raya,pend
mezquinar,úshi'ndy-
blando,lupe
aguado,"enzh, shul'"
vaciar,jyamb-
mora,tsiun
sembrado de maní,quítj ej
dedo de la mano,"cuse vyllill, cuse vi'ya"
hace tiempo,tyach
seca,sha'lul
hervir,clala-
frotar,shúsh-
"cernidor, cedazo",a'tsjanisa
"primero, primeramente",cjué'y
junta de entidades territoriales,ikah kiwepwe's yu't'an'i
mal agüero,ée cjúch
concuñada,u'y pyacj
enojarse,puuty úuscha-
hincharse,tsu'vy-
aligerar,ésee-
no en vano,cyulmée
necesidad,"peejini, jypeejini"
permitir hacer,cyú'ju'j-
servir,selpíi-
en la luz,eena'te
cuartilla,jimba chinda péty
parar las orejas,tjú'wé's catj tyaj-
pus,tucj
barro,tyity
aplastar,"wa'tsju-, wa'tsju'ju-"
diarrea,úchi'ch wee
Creador,cue'shtyi taqui'sa
"desprecio, con desprecio",ajtsajtse
sediento,yú'wéesa
atravesar,"ctejca-, uycjéw-"
romper,"sunde-, sundeende-, sunde'nde-"
catarata,cjlse
cargar,ya'tyaj-
sobra,"quijya, pe'ya"
cabuya,bajts
"Artículo 70. La cultura en sus diversas manifestaciones es fundamento de la nacionalidad. El Estado reconoce la igualdad y dignidad de todas las que conviven en el país. El Estado promoverá la investigación, la ciencia, el desarrollo y la difusión de los valores culturales de la Nación.","F'i'n'i pe'la 70. Mpakac'tepa úskiwe'n'it' isa C'Hab wala's teec'sana'wec'a úswa' pa'ha'. C'hab wala's ikahsa npicthé'a' maa úskiwe'n'it'ipa h'ukasat'ik Kukubyatewe's't'i' teec'sana'wec'a eh thegu', sa' K'asa maat'ipa nuyi'na ki' mte mtepa ktuthe'wa' hi'pa."
hacer probar,quiisa'j-
hacer peinar,caaquindu'j-
difunto,uunsá
envejecerse,"penzhíi-, tjé'je-"
tanto,"tyanzue, manzcue"
echar de menos,yajcy-
mandar peinar,caaquindu'j-
inmenso,iiméj wala
parpadear,upja'pja-
hacer invierno,nusúu-
ponerse pálido,chijme yuu-
pecado,pcal
despertar,fíty-
hijo mayor,nchi'c ntjé'jsa
aburrirse,"cuchi-, ya'cuchi-"
pasado mañana,"vite enejé, vite cuscay"
médico,yu'tsesa
pilado,playni
vaciar,jyásh-
"Qué equivocados estaban quienes afirmaron alguna vez que la Constitución sería un texto muerto. La entrega oficial de esta traducción es el resultado de un exhaustivo e intenso trabajo con los representantes de las comunidades indígenas, en el cual nos hemos nutrido de su milenaria sabiduría, para comprender con ellos, el secreto de su ancestral convivencia pacífica. Por eso, este texto no se conformó con convertir una palabra hispánica en otra indígena, sino que fue más allá en su esfuerzo; agregó a las normas constitucionales, la sabia filosofía de estos pueblos, enriqueciendo el sentido de los principios constitucionales. Por lo tanto, no vacilo en afirmar que este texto encarna el espíritu que animó la labor de los Constituyentes: tenemos derecho a vivir en un país que como éste, sea amplio, tolerante y lo suficientemente democrático, para que todos tengamos un lugar bajo el sol de Colombia. Me asiste la certeza de que con la conclusión de este esfuerzo, Ustedes reciben las herramientas necesarias para emprender la construcción de un nuevo y mejor futuro.","Makweyuh fiika we'wet' naa Ec Ne'hwes'a's k'uultec'a f'i'n'i pa'haca' hísa'. Naa mhia's i'kwes'ti áate dukhn'i nenyukna' nasa wala ks'av'su Yuwe Dukhsawe's' úkahyu we's'me wala mhic'a v'itn'isa', k'te' senayuh kwe's'pa piyatha'w k'a nasa hiyuun'i úc'me k'ac'hwe's'sa's, k'awe's'yakh puuk' hiyuna, ma'weyuh mpakac'tepa wétkwec'ac'a f'i'zena úsn'i's hiyuna. K'apa'katey naa ecte' naas áakhewe's'c'at' waas we'wen'i's nasasa yuwete kuki'ya'c'a pa'pc'una hwe uy yahk'meta', isateyu' nasasawe's' d'ik'the yaak'n'iyu' hweku diite u'h Ec Ne'hwe's'te we'wen'i'yupa's p'hahcna, k'awe's' hii f'i'zen'iyakh hwe kaha'da'na."
desabrido,shúu
muchilero,útj
"olvido, olvidado",pechcanuni
suspirar,úusdyi'j-
maizal,cutyj dyi'tj ej
acoger,jypa'ga-
hechicería,dyij yuuní
pelado,"súpy, tupy"
usado,pete
choza,tsjítsj yat
residuo,"quijyasá, neeyúusá"
cuñada,ntyi'nsa
mudar plumas,cjas umbu-
desvestir,"súupi'j-, túupi'j-"
fama,tuutje'jni
borrar,cjúcj-
hacer dar vuelta,"caata'ngu'j- , cta'ngu'j-"
espinarse,ucje-
jueves,jueves
leche,lechi
padrinos,cpu'nzesawe'sh
confiar en,chjáchja yajcy-
pisar,"a'cji'j-, waacji'cj-"
hacer coser,caatsu'j-
corto ,tuw
breve,jyu'jmeecue
amarrar,"tund-, tundund-"
fallecer uno de la familia,shatée-
mandar saludos,yuwe wecha caaj-
anualmente,aañu iisa
ponerse grave,tjacuee-
plata,vyuu chijme
banca,pangu
lengua de fuego,clech
caer una gotera,quityj i'tyji-
salvia,jyutcjamb
"Los descendientes de los españoles ya nacidos en esta tierra pelearon contra los mismos españoles venideros y los sacaron, ahora son ellos los que hasta hoy gobiernan. En esa lucha dada al igual participaron los indígenas; luego, para ordenar la vida, escribieron el libro que llamamos Constitución, buscando evitar la violencia y a partir de ese libro comenzaron a gobernar.","F'i'zewa'ha's k'a'wé Ec Ne'hwe's' vitc'a ústepa ki' yuwe walaic'a sena kasehte' k'ac'h K'ac'na peh'iisat' phu'se'he', acpa pehkayuh ac'a nasahu'ghud'ihyu' áatemek pa'hna u'we'. Ác'ha' waas we'th v'ictemek nasawe's'yu' pecuna ya'u'hwe', isateyu' ktupi'n'itek nasasayu' yúste wetena ya'u'hwe'; k'apa'ka p'thasayu' waas nwe's' ha'da uunaic'a ústha'w. Ki' nasasa h'ukaysa ipe'hwa' nv'itn'i kiwepa's kuse'hna, makwe kiwe yuwete ecpa peeh'me hi'pteyu, yu'ce hi'pmet' kuse'na úsu', k'a'we yuuna kiwe's nuyic'hna h'a'ha't'."
despedirse,puuty tyutée-
enrojecerse,bej yuu-
hacer parar,cyuuju'j-
componerse,en ewúu-
probar,isa-
disgustarse ,yajtse-
recordar,"yajcy-, úusutje-"
maraca,"smacja, sñuñu"
endurecerse,weji-
dar a luz,jycuutyl'j-
encontrar,pu'tjeng
zurrón,slun
esperar,úytjas-
loco,luucu
mandar lavar,ctjeetje'j-
rodar,"pelu-, peíuulu-"
bastante,cuj
olor,canzh putasá
toser,pjája-
indígena guambiano,muuwe'sh
hacer firmar,caafirmaí'j-
escarabajo,ta'nda
poner,tyaj-
marco del telar,catjwe'sh
"lago, laguna",ícj wala
aventar,cweejya'j-
patear,swétj-
librarse,ya'nwe'we-
ceñirse,ya'jytund-
dañar,suw-
sí,úu
hembra,u'y
en reunión donde todos ponen de su corazón,pkhakhe'c'a úuski'pn'isu
guambiano,muuwe'sh
"solamente, sólo","-rráa,-rrarráa"
"este, esta, esto",naa
cuarto,pajnztewe'sh
hacer dejar,caanviitu'j
cosquilloso,yeletjé'j
deshojar,fycaach-
palma,lamus
machete,"cchill wala, chill wala"
cuesta arriba,pucyte
"rencor, resentimiento",pyúuscue yaacyni
domingo,qui'sen
viga,picas
de espaldas,tsinzuj
hoja,ets
complacer,wecha-
matriz,tutyte nasa u'pni
con la mano,cuseju
lulo,mutcue
regar,peásh-
causar pereza,cwa'lu'j-
distribuir,tyundende-
panela,dulse
miel de abejas,wáwá mil
cicatriz,sñal
ser temible,ya'úucj-
mirar,cuy-
hamaca,luuch deeñi wej
artesa,altesa
culpar,ucje'j-
sacudir,"yajta-, ya'tata-"
anciano,tjé'j
costilla,tamby
venado,chavy
carrizo,jaw
convenir,cjí-
paralítico,éseya' ájasamée
muchos,cuj
casarse,"camba-, ptamu-"
hacer bostezar,cdeewayi'j-
iglesia,dyuus yat
viajar,dyi'j u'j-
criar,taqui'j-
encabar,catashi'j-
arrancar,"chucuende-, chuctende-"
echar espigas,viits-
libro,libru
causar hambre,"cwéeje'j-,"
acabar con,nuyvitu-
fregado,echech
cucarrón,ta'nda
adueñarse,"yamu-, iiyamii-"
colgar,a'cy-
permitir tocar,cjya'ndyi'j-
desengarzarse,yaatsjunde-
pajonal,"ñunda, yunda"
cobija,"deepa'chni, plliisatu"
páez,nasa yuwe
creer,creí-
estar colgado,a'cyni u'p-
tamo,"cjach, tama"
cuerda,wes
levantar chisme,yuwe quiis-
mandar razón,yuwe caaj-
agudo,"chujwa, chujwe"
mandar dar látigo,caapechucue'j-
cabuyal,bats ej
choclo cocido,shúpy
dormilón,tsúvy
pacunga,tcu'nz
cuidar,tjeng-
OCEAS LECTAMO,OCEAS LECTAMO
cabelludo,ya'dycjas
absceso,cuw
contar un relato,cuentu'j
vencer,cnay-
tener hipo,e'shi'j-
activo,"dyijca, catyj"
Esperamos que este trabajo sea para todos los interesados de utilidad.,Na'sa' h'ukaysa kaselpi' itháasu'tha'w.
mugir,"tútúu-, pembée-"
atrasarse,jytéeyúu-
suelto,tyweteni
careto,pjeelu
embotado,tut
crecer,yu'cja-
hacer contar,quiisa'j-
roer,tutúu-
cama,deeni atú
entre,"cshavyte, cshavysu"
langosta,cjá'sh
no,mee-
malgastar,psuw-
siervo,selpisá
estrecho,pteenz
hacer falta,"pejy-, jypejy-"
viuda,ech u'y
peligroso,úucjúucja'
caspl,"chandy, dyí'tjemby"
"Amigos, ancianos, mujeres, hombres y niños:","D'i'p ya'uyn'isa, thésa, u'y, picthé', maaisa' luuc' :"
hacer extender los brazos,ctsja'jya'j-
condolerse,ñus pu'ch-
sobar,"súcj-, súcja'cja'"
nuera,ncuémiyú
hacer pliegues,cseembu'j-
interno,dyiitewe'sh
luz,eena'
otra vez,"qui'quin, qui'"
hacer arder,nuybej-
sacar,cutyi'j-
volverse pardo,shumáa-
mandar encender,caaqui'ta'j-
hueco,quiwe pwa'
abuelo o abuela con nieto o nieta,ptsun
Cabildo de Mosoco.,Cabildo de Mosoco.
hacer mazamorra,cjashi'j-
"Al clausurar las sesiones de la Asamblea Nacional Constituyente afirmé que ese día se iniciaba una nueva era en la historia de Colombia. Esa misma felicidad que desde entonces anima el corazón de los colombianos, esa satisfacción que sentimos quienes hemos luchado sin tregua por construir una patria abierta a la participación, que no excluya a nadie, que cobije por igual a pobres y a ricos, a fuertes y a débiles, a los que han sido gestores de nuestra historia, cobra un especial sentido con la publicación de nuestra Carta Magna a siete lenguas indígenas.","Ec Ne'hwe's'a's f'i'na h'a'hate': naa eente isa Kulubyate weh'a u'se pú't'hica' hínath we'we. K'a'wéna' wec'ayuhsa Kulubyatewe's' nasat'i h'ukaysat'ik pa'h, naa kiwete yuwe's ku'le'hya' ikasme mahisat'i naa kiwe's maahipa h'uka v'itya' mhisat'i, naa kiwete maapa h'ukay thegwa' hi'puwa'te, kimyuhpa's kuki'wa'mete, v'uwe's'a's nwe'wena, v'uwe's mepa's nwe'wena, c'hác'hasa's nwe'wena, c'hác'hamesa's nwe'wena, weh'a u'se v'itya' mhisat'i, sa' ác'ha' úus huthetesayuh thegu'k naa Ec Ne'hwe's'a's yuweisa 7 hwedsu kuki'c'a k'weste'."
alambre,tsam wes
esquina,yat punza eca
teja,tecja
hacer estornudar,ca'tyji'ji-
servir mutuamente,puuty ya'selpii-
enlazar,cú'p-
ahuyentar,neeúu-
beber lo ajeno,ntundy-
causar pena,caytjame'j-
azúcar,suucal
potrero,manga
noticia,yuwe
escoger,tyjityj-
"cerca, cerca de","utya, utyate, jyu'jmée."
averiguar,"atyáj-, paapéjy-"
andar,u'ju-
lograr hacer entender,cpaacycjiyu'j-
ensartar,ilu watsu-
extraer,qui'tj cutyi'j-
lobo,alum
cercar,tulu'j-
niñez,luuchíi
tener vergüenza,tjame-
oro,vyuu bej
pecho,chu'ch
resbalar,"sla'tyi-, syu'tje-"
aconsejar,yu'cypej-
tener visiones,í'cj-
grueso,"chal, lepjy"
barba,yuwe cjas
por qué?,"mjíte, mjíya, quíj yuupa'ga"
ser semejante a,na'wé tjeng-
hasta,pa'j
completo,áj
tabaco,"wájy, wéjy"
y,vite'
lo no adueñable por poseer durante bastante tiempo,K'ac'h ipe'hwete iamuwa'mesa
moco,ñuty
dar fruto,tsut-
maíz sarazo,cutyj tupj
manejo de las cosas ahorrables,fiin fiin ipe'hn'isa
cerrado,apjni
madrina,"dyuus mama, neenjí'j"
tumor,cuw
esófago,"cjéendyi'j, jycjéendyi'j"
guasca,wes
talón,chinda tá'sh
auyama,ape
empezar hervir,bu'ch-
quebrada,quits
desangrarse,yachi-
pasar el tiempo,ya'fi'nze-
cumplir,cytey yuu-
poner nombre,yase-
manantial,yu'íts
centella,quiwendawa
causar tristeza,cyúusu'j-
mitad de semana,qui'spyáj
perdonar,peltunaí-
mal,ewmée
labrar madera,ú'tsj-
"Aunque para la escritura existen tres formas: la del I.L.V., la de los sacerdotes (del seminario) de Irlanda, y la propuesta de Marcos Yule, Rocío Nieves y Abelardo Ramos, se escribió en esta última por ser más sistemática y una vez aprendida permite escribir más economicamente, es decir, corto, ejemplo, (1) kid ""peineta"", (2) c'hab ""pueblo"" , (3) tit! ""barro""; compárese con I.L.V., (1) quind ""peineta"" (2) chjamb ""pueblo"" (3) tyity ""barro"". ","Ec f'i'na piisan'ite' I.L.V.-tewe's'hi úste, Irlandate paalwe'shi ústepa; Maalkus Yule, Rocío Nieves, Abelardo Laamuswe's' f'i'ya' nuyi'n'i'tek ya'f'i' naa' ithakwe teehwedc'a, na's piyaya'teyu' tuwkwe' naapa'ka ; Maalkus, Rocío, Abelardohi's kaha'da'na theguka ay tas'te u'psat'i's pet' f'i'n'i pe'la 63, 72yakh , tekhit':(1) kid ""peineta"" (2) c'hab ""pueblo"" (3) t'it' ""barro"" LL.V: (1) quind ""peineta"" (2) chjamb ""pueblo"" (3) tyity ""barro""."
alejarse,tyutée-
lo que otra persona no puede apoderarse,v'ite iamuwa' hi'pmesa
hacer brotar,cbuucha'j-
descolgar,"cja'cj linde-, cja'cjtende-"
"poco, poquito","wej, wejcué"
honrar,tuutje'j-
oyente,wésé'jsa
tener,ji'pj-
hacer estrechar las manos,cusety cúusu'j
ladear,"tjuja-, tjuja'ja-"
padre con hijo u hija,pney
cobijar,cpa'chi'j-
visible,vyaasa
enfermo,átsá'sa
insinuar,pa'jywe'we-
escarbar,vyllillíi-
homicida,nasa icjsa
causar agriera,quichja'j-
